date,hs300_benchmark,base_regime_mix,remove_159949,remove_159954,remove_159941,remove_513650,remove_513880,remove_511580,remove_518880,remove_512890,remove_511580_cap28_hi18_hm30,remove_511580_cap28_hi20_hm30,remove_511580_cap29_hi18_hm30,remove_511580_cap29_hi20_hm30,remove_511580_cap30_hi18_hm30
2016-04-29,1.2699901534033773,1.69328598302235,1.69328598302235,1.69328598302235,1.6506014765614523,1.69328598302235,1.69328598302235,1.69328598302235,1.4485345291374667,1.69328598302235,1.69328598302235,1.69328598302235,1.69328598302235,1.69328598302235,1.69328598302235
2016-05-03,1.2945680085295217,1.7146748585973688,1.7146748585973688,1.7146748585973688,1.676663605138738,1.7146748585973688,1.7146748585973688,1.7146748585973688,1.4485345291374667,1.7146748585973688,1.7146748585973688,1.7146748585973688,1.7146748585973688,1.7146748585973688,1.7146748585973688
2016-05-04,1.289733020635854,1.7019829647513485,1.7019829647513485,1.7019829647513485,1.6640866424142107,1.7019829647513485,1.7019829647513485,1.7019829647513485,1.4485345291374667,1.7019829647513485,1.7019829647513485,1.7019829647513485,1.7019829647513485,1.7019829647513485,1.7019829647513485
2016-05-05,1.289733020635854,1.700965716808277,1.700965716808277,1.700965716808277,1.6630920444956963,1.700965716808277,1.700965716808277,1.700965716808277,1.4485345291374667,1.700965716808277,1.700965716808277,1.700965716808277,1.700965716808277,1.700965716808277,1.700965716808277
2016-05-06,1.2603201776160422,1.7035092169455603,1.7035092169455603,1.7035092169455603,1.665578911104288,1.7035092169455603,1.7035092169455603,1.7035092169455603,1.4485345291374667,1.7035092169455603,1.7035092169455603,1.7035092169455603,1.7035092169455603,1.7035092169455603,1.7035092169455603
2016-05-09,1.2345335755164812,1.6969831239864632,1.6969831239864632,1.6969831239864632,1.6591981280146209,1.6969831239864632,1.6969831239864632,1.6969831239864632,1.4485345291374667,1.6969831239864632,1.6969831239864632,1.6969831239864632,1.6969831239864632,1.6969831239864632,1.6969831239864632
2016-05-10,1.2333248285430645,1.68872065933784,1.68872065933784,1.68872065933784,1.6511196352564974,1.68872065933784,1.68872065933784,1.68872065933784,1.4485345291374667,1.68872065933784,1.68872065933784,1.68872065933784,1.68872065933784,1.68872065933784,1.68872065933784
2016-05-11,1.2381598164367318,1.6963475497827232,1.6963475497827232,1.6963475497827232,1.6585767054947653,1.6963475497827232,1.6963475497827232,1.6963475497827232,1.4485345291374667,1.6963475497827232,1.6963475497827232,1.6963475497827232,1.6963475497827232,1.6963475497827232,1.6963475497827232
2016-05-12,1.2425918886725937,1.690627381949061,1.690627381949061,1.690627381949061,1.6529839028160644,1.690627381949061,1.690627381949061,1.690627381949061,1.4485345291374667,1.690627381949061,1.690627381949061,1.690627381949061,1.690627381949061,1.690627381949061,1.690627381949061
2016-05-13,1.2381598164367318,1.7046100144313463,1.7046100144313463,1.7046100144313463,1.666655198252889,1.7046100144313463,1.7046100144313463,1.7046100144313463,1.4485345291374667,1.7046100144313463,1.7046100144313463,1.7046100144313463,1.7046100144313463,1.7046100144313463,1.7046100144313463
2016-05-16,1.2429948043303993,1.7128724790799694,1.7128724790799694,1.7128724790799694,1.6747336910110127,1.7128724790799694,1.7128724790799694,1.7128724790799694,1.4485345291374667,1.7128724790799694,1.7128724790799694,1.7128724790799694,1.7128724790799694,1.7128724790799694,1.7128724790799694
2016-05-17,1.240980226041371,1.704610014431346,1.704610014431346,1.704610014431346,1.666655198252889,1.704610014431346,1.704610014431346,1.704610014431346,1.4485345291374667,1.704610014431346,1.704610014431346,1.704610014431346,1.704610014431346,1.704610014431346,1.704610014431346
2016-05-18,1.232921912885258,1.703974440227606,1.703974440227606,1.703974440227606,1.6660337757330335,1.703974440227606,1.703974440227606,1.703974440227606,1.4485345291374667,1.703974440227606,1.703974440227606,1.703974440227606,1.703974440227606,1.703974440227606,1.703974440227606
2016-05-19,1.2305044189384242,1.6779158978742559,1.6779158978742559,1.6779158978742559,1.6405554524189514,1.6779158978742559,1.6779158978742559,1.6779158978742559,1.4485345291374667,1.6779158978742559,1.6779158978742559,1.6779158978742559,1.6779158978742559,1.6779158978742559,1.6779158978742559
2016-05-20,1.238562732094537,1.6766447494667753,1.6766447494667753,1.6766447494667753,1.63931260737924,1.6766447494667753,1.6766447494667753,1.6766447494667753,1.4485345291374667,1.6766447494667753,1.6766447494667753,1.6766447494667753,1.6766447494667753,1.6766447494667753,1.6766447494667753
2016-05-23,1.240577310383565,1.6747380268555545,1.6747380268555545,1.6747380268555545,1.6374483398196729,1.6747380268555545,1.6747380268555545,1.6747380268555545,1.4485345291374667,1.6747380268555545,1.6747380268555545,1.6747380268555545,1.6747380268555545,1.6747380268555545,1.6747380268555545
2016-05-24,1.2329219128852575,1.6671111364106719,1.6671111364106719,1.6671111364106719,1.6299912695814052,1.6671111364106719,1.6671111364106719,1.6671111364106719,1.4485345291374667,1.6671111364106719,1.6671111364106719,1.6671111364106719,1.6671111364106719,1.6671111364106719,1.6671111364106719
2016-05-25,1.2321160815696461,1.6404170198535815,1.6404170198535815,1.6404170198535815,1.6038915237474671,1.6404170198535815,1.6404170198535815,1.6404170198535815,1.4485345291374667,1.6404170198535815,1.6404170198535815,1.6404170198535815,1.6404170198535815,1.6404170198535815,1.6404170198535815
2016-05-26,1.2321160815696461,1.6395968113436548,1.6395968113436548,1.6395968113436548,1.6030895779855936,1.6395968113436548,1.6395968113436548,1.6395968113436548,1.4485345291374667,1.6395968113436548,1.6395968113436548,1.6395968113436548,1.6395968113436548,1.6395968113436548,1.6395968113436548
2016-05-27,1.2329219128852575,1.6333745192964435,1.6333745192964435,1.6333745192964435,1.6030895779855936,1.6333745192964435,1.6333745192964435,1.6333745192964435,1.4485345291374667,1.6333745192964435,1.6333745192964435,1.6333745192964435,1.6333745192964435,1.6333745192964435,1.6333745192964435
2016-05-30,1.2337277442008685,1.6202062285982397,1.6202062285982397,1.6202062285982397,1.6030895779855936,1.6202062285982397,1.6202062285982397,1.6202062285982397,1.4485345291374667,1.6202062285982397,1.6202062285982397,1.6202062285982397,1.6202062285982397,1.6202062285982397,1.6202062285982397
2016-05-31,1.276839719586072,1.6313713145901463,1.6313713145901463,1.6313713145901463,1.6030895779855936,1.6313713145901463,1.6313713145901463,1.6313713145901463,1.4485345291374667,1.6313713145901463,1.6313713145901463,1.6313713145901463,1.6313713145901463,1.6313713145901463,1.6313713145901463
2016-06-01,1.2716018160345985,1.632891225752808,1.632891225752808,1.632891225752808,1.603941306448332,1.632891225752808,1.632891225752808,1.632891225752808,1.4485345291374667,1.632891225752808,1.632891225752808,1.632891225752808,1.632891225752808,1.632891225752808,1.632891225752808
2016-06-02,1.2728105630080153,1.6339042641247368,1.6339042641247368,1.6339042641247368,1.6050246353981972,1.6339042641247368,1.6339042641247368,1.6339042641247368,1.4485345291374667,1.6339042641247368,1.6339042641247368,1.6339042641247368,1.6339042641247368,1.6339042641247368,1.6339042641247368
2016-06-03,1.287718442346824,1.6303591793207466,1.6303591793207466,1.6303591793207466,1.6013820565516919,1.6303591793207466,1.6303591793207466,1.6303591793207466,1.4485345291374667,1.6303591793207466,1.6303591793207466,1.6303591793207466,1.6303591793207466,1.6303591793207466,1.6303591793207466
2016-06-06,1.2800630448485169,1.654174837884251,1.654174837884251,1.654174837884251,1.6247744284733483,1.654174837884251,1.654174837884251,1.654174837884251,1.4485345291374667,1.654174837884251,1.654174837884251,1.654174837884251,1.654174837884251,1.654174837884251,1.654174837884251
2016-06-07,1.2800630448485169,1.6561944332605307,1.6561944332605307,1.6561944332605307,1.6267581286530945,1.6561944332605307,1.6561944332605307,1.6561944332605307,1.4485345291374667,1.6561944332605307,1.6561944332605307,1.6561944332605307,1.6561944332605307,1.6561944332605307,1.6561944332605307
2016-06-08,1.2784513822172943,1.666794077633398,1.666794077633398,1.666794077633398,1.6261074254016334,1.666794077633398,1.666794077633398,1.666794077633398,1.4485345291374667,1.666794077633398,1.666794077633398,1.666794077633398,1.666794077633398,1.666794077633398,1.666794077633398
2016-06-13,1.2365481538055076,1.7061016930696509,1.7061016930696509,1.7061016930696509,1.6261074254016334,1.7061016930696509,1.7061016930696509,1.7061016930696509,1.4485345291374667,1.7061016930696509,1.7061016930696509,1.7061016930696509,1.7061016930696509,1.7061016930696509,1.7061016930696509
2016-06-14,1.2417860573569808,1.7025942887079804,1.7025942887079804,1.7025942887079804,1.6211177708806277,1.7025942887079804,1.7025942887079804,1.7025942887079804,1.4485345291374667,1.7025942887079804,1.7025942887079804,1.7025942887079804,1.7025942887079804,1.7025942887079804,1.7025942887079804
2016-06-15,1.2583055993270122,1.7091113960331783,1.7091113960331783,1.7091113960331783,1.628874315238908,1.7091113960331783,1.7091113960331783,1.7091113960331783,1.4485345291374667,1.7091113960331783,1.7091113960331783,1.7091113960331783,1.7091113960331783,1.7091113960331783,1.7091113960331783
2016-06-16,1.250650201828705,1.7326508057367855,1.7326508057367855,1.7326508057367855,1.6511434972892736,1.7326508057367855,1.7326508057367855,1.7326508057367855,1.4485345291374667,1.7326508057367855,1.7326508057367855,1.7326508057367855,1.7326508057367855,1.7326508057367855,1.7326508057367855
2016-06-17,1.255888105380178,1.7017039278237336,1.7017039278237336,1.7017039278237336,1.621652421500455,1.7017039278237336,1.7017039278237336,1.7017039278237336,1.4485345291374667,1.7017039278237336,1.7017039278237336,1.7017039278237336,1.7017039278237336,1.7017039278237336,1.7017039278237336
2016-06-20,1.2562910210379836,1.7027067736007202,1.7027067736007202,1.7027067736007202,1.6226080914357779,1.7027067736007202,1.7027067736007202,1.7027067736007202,1.4485345291374667,1.7027067736007202,1.7027067736007202,1.7027067736007202,1.7027067736007202,1.7027067736007202,1.7027067736007202
2016-06-21,1.2534706114333443,1.7002000282586507,1.7002000282586507,1.7002000282586507,1.620219268334658,1.7002000282586507,1.7002000282586507,1.7002000282586507,1.4485345291374667,1.7002000282586507,1.7002000282586507,1.7002000282586507,1.7002000282586507,1.7002000282586507,1.7002000282586507
2016-06-22,1.2611260089316512,1.6816432727879806,1.6816432727879806,1.6816432727879806,1.602535459211241,1.6816432727879806,1.6816432727879806,1.6816432727879806,1.4485345291374667,1.6816432727879806,1.6816432727879806,1.6816432727879806,1.6816432727879806,1.6816432727879806,1.6816432727879806
2016-06-23,1.257096852353595,1.6846608009036377,1.6846608009036377,1.6846608009036377,1.6054110368576764,1.6846608009036377,1.6846608009036377,1.6846608009036377,1.4485345291374667,1.6846608009036377,1.6846608009036377,1.6846608009036377,1.6846608009036377,1.6846608009036377,1.6846608009036377
2016-06-24,1.2438006356460087,1.7469951356480018,1.7469951356480018,1.7469951356480018,1.664813041653007,1.7469951356480018,1.7469951356480018,1.7469951356480018,1.4485345291374667,1.7469951356480018,1.7469951356480018,1.7469951356480018,1.7469951356480018,1.7469951356480018,1.7469951356480018
2016-06-27,1.2595143463004286,1.7584549254861204,1.7584549254861204,1.7584549254861204,1.6757337403932617,1.7584549254861204,1.7584549254861204,1.7584549254861204,1.4485345291374667,1.7584549254861204,1.7584549254861204,1.7584549254861204,1.7584549254861204,1.7584549254861204,1.7584549254861204
2016-06-28,1.2659609968253187,1.7529830714039856,1.7529830714039856,1.7529830714039856,1.6705192931105672,1.7529830714039856,1.7529830714039856,1.7529830714039856,1.4485345291374667,1.7529830714039856,1.7529830714039856,1.7529830714039856,1.7529830714039856,1.7529830714039856,1.7529830714039856
2016-06-29,1.2716018160345979,1.7594548583910647,1.7594548583910647,1.7594548583910647,1.6766866344837834,1.7594548583910647,1.7594548583910647,1.7594548583910647,1.4485345291374667,1.7594548583910647,1.7594548583910647,1.7594548583910647,1.7594548583910647,1.7594548583910647,1.7594548583910647
2016-06-30,1.2736163943236263,1.7534863896134838,1.7534863896134838,1.7534863896134838,1.6709989342395983,1.7534863896134838,1.7534863896134838,1.7534863896134838,1.4485345291374667,1.7534863896134838,1.7534863896134838,1.7534863896134838,1.7534863896134838,1.7534863896134838,1.7534863896134838
2016-07-01,1.2724076473502093,1.7733982293819834,1.7733982293819834,1.7733982293819834,1.689974081825002,1.7733982293819834,1.7733982293819834,1.7733982293819834,1.4485345291374667,1.7733982293819834,1.7733982293819834,1.7733982293819834,1.7733982293819834,1.7733982293819834,1.7733982293819834
2016-07-04,1.293762177213908,1.793750735303512,1.793750735303512,1.793750735303512,1.7093691657591727,1.793750735303512,1.793750735303512,1.793750735303512,1.4485345291374667,1.793750735303512,1.793750735303512,1.793750735303512,1.793750735303512,1.793750735303512,1.793750735303512
2016-07-05,1.2969855024763535,1.7966013521291682,1.7966013521291682,1.7966013521291682,1.7120856839516219,1.7966013521291682,1.7966013521291682,1.7966013521291682,1.4514173880314107,1.7966013521291682,1.7966013521291682,1.7966013521291682,1.7966013521291682,1.7966013521291682,1.7966013521291682
2016-07-06,1.3034321530012436,1.8055313371040256,1.8055313371040256,1.8055313371040256,1.7205955848348855,1.8055313371040256,1.8055313371040256,1.8055313371040256,1.4586316403484354,1.8055313371040256,1.8055313371040256,1.8055313371040256,1.8055313371040256,1.8055313371040256,1.8055313371040256
2016-07-07,1.305043815632466,1.80776383334774,1.80776383334774,1.80776383334774,1.7227230600557013,1.80776383334774,1.80776383334774,1.80776383334774,1.4604352034276915,1.80776383334774,1.80776383334774,1.80776383334774,1.80776383334774,1.80776383334774,1.80776383334774
2016-07-08,1.3002088277387982,1.7962941382906548,1.7962941382906548,1.7962941382906548,1.7117929220575003,1.7962941382906548,1.7962941382906548,1.7962941382906548,1.4597049858259779,1.7962941382906548,1.7962941382906548,1.7962941382906548,1.7962941382906548,1.7962941382906548,1.7962941382906548
2016-07-11,1.3034321530012432,1.8091072103333319,1.8091072103333319,1.8091072103333319,1.7240032419404896,1.8091072103333319,1.8091072103333319,1.8091072103333319,1.4597049858259779,1.8091072103333319,1.8091072103333319,1.8091072103333319,1.8091072103333319,1.8091072103333319,1.8091072103333319
2016-07-12,1.3364712369413057,1.7977926037153393,1.7977926037153393,1.7977926037153393,1.7132208967155726,1.7977926037153393,1.7977926037153393,1.7977926037153393,1.4597049858259779,1.7977926037153393,1.7977926037153393,1.7977926037153393,1.7977926037153393,1.7977926037153393,1.7977926037153393
2016-07-13,1.3392916465459446,1.7844893079838382,1.7844893079838382,1.7844893079838382,1.7005434142321685,1.7844893079838382,1.7844893079838382,1.7844893079838382,1.4597049858259779,1.7844893079838382,1.7844893079838382,1.7844893079838382,1.7844893079838382,1.7844893079838382,1.7844893079838382
2016-07-14,1.3372770682569164,1.7746166147169844,1.7746166147169844,1.7746166147169844,1.691135151912765,1.7746166147169844,1.7746166147169844,1.7746166147169844,1.4597049858259779,1.7746166147169844,1.7746166147169844,1.7746166147169844,1.7746166147169844,1.7746166147169844,1.7746166147169844
2016-07-15,1.338888730888139,1.7760995812473888,1.7760995812473888,1.7760995812473888,1.6925483567750879,1.7760995812473888,1.7760995812473888,1.7760995812473888,1.4597049858259779,1.7760995812473888,1.7760995812473888,1.7760995812473888,1.7760995812473888,1.7760995812473888,1.7760995812473888
2016-07-18,1.3340537429944714,1.7711573911082656,1.7711573911082656,1.7711573911082656,1.6878386569997137,1.7711573911082656,1.7711573911082656,1.7711573911082656,1.4597049858259779,1.7711573911082656,1.7711573911082656,1.7711573911082656,1.7711573911082656,1.7711573911082656,1.7711573911082656
2016-07-19,1.3272041768117757,1.7604777025397005,1.7604777025397005,1.7604777025397005,1.6776613620279421,1.7604777025397005,1.7604777025397005,1.7604777025397005,1.451484170703448,1.7604777025397005,1.7604777025397005,1.7604777025397005,1.7604777025397005,1.7604777025397005,1.7604777025397005
2016-07-20,1.3243837672071361,1.756736553809349,1.756736553809349,1.756736553809349,1.6740962043065712,1.756736553809349,1.756736553809349,1.756736553809349,1.448399656679488,1.756736553809349,1.756736553809349,1.756736553809349,1.756736553809349,1.756736553809349,1.756736553809349
2016-07-21,1.3316362490476377,1.7756672021347801,1.7756672021347801,1.7756672021347801,1.6832637527329537,1.7756672021347801,1.7756672021347801,1.7756672021347801,1.4640076569091287,1.7756672021347801,1.7756672021347801,1.7756672021347801,1.7756672021347801,1.7756672021347801,1.7756672021347801
2016-07-22,1.3199516949712737,1.7515319197756662,1.7515319197756662,1.7515319197756662,1.6684938136015597,1.7515319197756662,1.7515319197756662,1.7515319197756662,1.444108523708422,1.7515319197756662,1.7515319197756662,1.7515319197756662,1.7515319197756662,1.7515319197756662,1.7515319197756662
2016-07-25,1.3195487793134684,1.7670474584350968,1.7670474584350968,1.7670474584350968,1.66798450535565,1.7670474584350968,1.7670474584350968,1.7670474584350968,1.4569008236231622,1.7670474584350968,1.7670474584350968,1.7670474584350968,1.7670474584350968,1.7670474584350968,1.7670474584350968
2016-07-26,1.3364712369413054,1.7773911508747164,1.7773911508747164,1.7773911508747164,1.6893754516838753,1.7773911508747164,1.7773911508747164,1.7773911508747164,1.4654290235663219,1.7773911508747164,1.7773911508747164,1.7773911508747164,1.7773911508747164,1.7773911508747164,1.7773911508747164
2016-07-27,1.3118933818151612,1.7634357425832845,1.7634357425832845,1.7634357425832845,1.6583076486833577,1.7634357425832845,1.7634357425832845,1.7634357425832845,1.4539230248243353,1.7634357425832845,1.7634357425832845,1.7634357425832845,1.7634357425832845,1.7634357425832845,1.7634357425832845
2016-07-28,1.3155196227354125,1.7852002792283952,1.7852002792283952,1.7852002792283952,1.675509842285292,1.7852002792283952,1.7852002792283952,1.7852002792283952,1.4718675181726462,1.7852002792283952,1.7852002792283952,1.7852002792283952,1.7852002792283952,1.7852002792283952,1.7852002792283952
2016-07-29,1.3110875504995503,1.776625830240747,1.776625830240747,1.776625830240747,1.667586708121495,1.776625830240747,1.776625830240747,1.776625830240747,1.4647980296127392,1.776625830240747,1.776625830240747,1.776625830240747,1.776625830240747,1.776625830240747,1.776625830240747
2016-08-01,1.300208827738798,1.7852002792283952,1.7852002792283952,1.7852002792283952,1.6522615657749435,1.7852002792283952,1.7852002792283952,1.7852002792283952,1.4718675181726462,1.7852002792283952,1.7852002792283952,1.7852002792283952,1.7852002792283952,1.7852002792283952,1.7852002792283952
2016-08-02,1.303432153001243,1.8006342874061625,1.8006342874061625,1.8006342874061625,1.6590370097669511,1.8006342874061625,1.8006342874061625,1.8006342874061625,1.484592597580479,1.8006342874061625,1.8006342874061625,1.8006342874061625,1.8006342874061625,1.8006342874061625,1.8006342874061625
2016-08-03,1.3050438156324653,1.7714811608481578,1.7714811608481578,1.7714811608481578,1.6668307587592934,1.7714811608481578,1.7714811608481578,1.7714811608481578,1.4605563364767948,1.7714811608481578,1.7714811608481578,1.7714811608481578,1.7714811608481578,1.7714811608481578,1.7714811608481578
2016-08-04,1.3090729722105219,1.7800556098358058,1.7800556098358058,1.7800556098358058,1.652635222077552,1.7800556098358058,1.7800556098358058,1.7800556098358058,1.4676258250367016,1.7800556098358058,1.7800556098358058,1.7800556098358058,1.7800556098358058,1.7800556098358058,1.7800556098358058
2016-08-05,1.3143108757619955,1.778057488126758,1.778057488126758,1.778057488126758,1.6662919875642492,1.778057488126758,1.778057488126758,1.778057488126758,1.465978407391117,1.778057488126758,1.778057488126758,1.778057488126758,1.778057488126758,1.778057488126758,1.778057488126758
2016-08-08,1.3251895985227478,1.7993083657511522,1.7993083657511522,1.7993083657511522,1.6500897516150517,1.7993083657511522,1.7993083657511522,1.7993083657511522,1.4834993975410442,1.7993083657511522,1.7993083657511522,1.7993083657511522,1.7993083657511522,1.7993083657511522,1.7993083657511522
2016-08-09,1.3312333333898323,1.8056275573147975,1.8056275573147975,1.8056275573147975,1.6487500654042262,1.8056275573147975,1.8056275573147975,1.8056275573147975,1.4887094643956496,1.8056275573147975,1.8056275573147975,1.8056275573147975,1.8056275573147975,1.8056275573147975,1.8056275573147975
2016-08-10,1.327204176811776,1.7970538272230845,1.7970538272230845,1.7970538272230845,1.6676919225479243,1.7970538272230845,1.7970538272230845,1.7970538272230845,1.4816405685533152,1.7970538272230845,1.7970538272230845,1.7970538272230845,1.7970538272230845,1.7970538272230845,1.7970538272230845
2016-08-11,1.3255925141805533,1.7970538272230845,1.7970538272230845,1.7970538272230845,1.656174713138063,1.7970538272230845,1.7970538272230845,1.7970538272230845,1.4816405685533152,1.7970538272230845,1.7970538272230845,1.7970538272230845,1.7970538272230845,1.7970538272230845,1.7970538272230845
2016-08-12,1.3489616223332805,1.8056275573147975,1.8056275573147975,1.8056275573147975,1.6557132224482303,1.8056275573147975,1.8056275573147975,1.8056275573147975,1.4887094643956496,1.8056275573147975,1.8056275573147975,1.8056275573147975,1.8056275573147975,1.8056275573147975,1.8056275573147975
2016-08-15,1.3888502724560388,1.80048331925977,1.80048331925977,1.80048331925977,1.6529440853514528,1.80048331925977,1.80048331925977,1.80048331925977,1.4844681268902493,1.80048331925977,1.80048331925977,1.80048331925977,1.80048331925977,1.80048331925977,1.80048331925977
2016-08-16,1.3848211158779822,1.7934647250152402,1.7934647250152402,1.7934647250152402,1.646665439342537,1.7934647250152402,1.7934647250152402,1.7934647250152402,1.478681414322502,1.7934647250152402,1.7934647250152402,1.7934647250152402,1.7934647250152402,1.7934647250152402,1.7934647250152402
2016-08-17,1.381597790615537,1.7861876909077854,1.7861876909077854,1.7861876909077854,1.6399913692783425,1.7861876909077854,1.7861876909077854,1.7861876909077854,1.4726816224470343,1.7861876909077854,1.7861876909077854,1.7861876909077854,1.7861876909077854,1.7861876909077854,1.7861876909077854
2016-08-18,1.3795832123265088,1.7895225335476506,1.7895225335476506,1.7895225335476506,1.6442448407195722,1.7895225335476506,1.7895225335476506,1.7895225335476506,1.4715504036829918,1.7895225335476506,1.7895225335476506,1.7895225335476506,1.7895225335476506,1.7895225335476506,1.7895225335476506
2016-08-19,1.3779715496952862,1.7892438111039888,1.7892438111039888,1.7892438111039888,1.6440363099601984,1.7892438111039888,1.7892438111039888,1.7892438111039888,1.471069055420105,1.7892438111039888,1.7892438111039888,1.7892438111039888,1.7892438111039888,1.7892438111039888,1.7892438111039888
2016-08-22,1.368301573907951,1.7778152206954236,1.7778152206954236,1.7778152206954236,1.6335646200372762,1.7778152206954236,1.7778152206954236,1.7778152206954236,1.4681785337673496,1.7778152206954236,1.7778152206954236,1.7778152206954236,1.7778152206954236,1.7778152206954236,1.7778152206954236
2016-08-23,1.3691074052235621,1.7799017649954607,1.7799017649954607,1.7799017649954607,1.6354818636894863,1.7799017649954607,1.7799017649954607,1.7799017649954607,1.4684206362346375,1.7799017649954607,1.7799017649954607,1.7799017649954607,1.7799017649954607,1.7799017649954607,1.7799017649954607
2016-08-24,1.3634665860142832,1.7782069048455185,1.7782069048455185,1.7782069048455185,1.6339245232276502,1.7782069048455185,1.7782069048455185,1.7782069048455185,1.466726637148693,1.7782069048455185,1.7782069048455185,1.7782069048455185,1.7782069048455185,1.7782069048455185,1.7782069048455185
2016-08-25,1.3562141041737819,1.7669841261695234,1.7669841261695234,1.7669841261695234,1.6235960963504652,1.7669841261695234,1.7669841261695234,1.7669841261695234,1.464542150667833,1.7669841261695234,1.7669841261695234,1.7669841261695234,1.7669841261695234,1.7669841261695234,1.7669841261695234
2016-08-26,1.3546024415425593,1.768499575714343,1.768499575714343,1.768499575714343,1.6250178272016607,1.768499575714343,1.768499575714343,1.768499575714343,1.4643371147667397,1.768499575714343,1.768499575714343,1.768499575714343,1.768499575714343,1.768499575714343,1.768499575714343
2016-08-29,1.3541995258847537,1.7630216467223379,1.7630216467223379,1.7630216467223379,1.6199843330519337,1.7630216467223379,1.7630216467223379,1.7630216467223379,1.4643371147667397,1.7630216467223379,1.7630216467223379,1.7630216467223379,1.7630216467223379,1.7630216467223379,1.7630216467223379
2016-08-30,1.3598403450940326,1.7660119307874498,1.7660119307874498,1.7660119307874498,1.62273200965923,1.7660119307874498,1.7660119307874498,1.7660119307874498,1.4643371147667397,1.7660119307874498,1.7660119307874498,1.7660119307874498,1.7660119307874498,1.7660119307874498,1.7660119307874498
2016-08-31,1.3654811643033113,1.762955874776686,1.762955874776686,1.762955874776686,1.6199238973098606,1.762955874776686,1.762955874776686,1.762955874776686,1.4658326699000583,1.762955874776686,1.762955874776686,1.762955874776686,1.762955874776686,1.762955874776686,1.762955874776686
2016-09-01,1.3509762006223085,1.7548345809496313,1.7548345809496313,1.7548345809496313,1.612461499563129,1.7548345809496313,1.7548345809496313,1.7548345809496313,1.4614728017051357,1.7548345809496313,1.7548345809496313,1.7548345809496313,1.7548345809496313,1.7548345809496313,1.7548345809496313
2016-09-02,1.3570199354893928,1.7591871292860173,1.7591871292860173,1.7591871292860173,1.6164609173393687,1.7591871292860173,1.7591871292860173,1.7591871292860173,1.4633034565715721,1.7591871292860173,1.7591871292860173,1.7591871292860173,1.7591871292860173,1.7591871292860173,1.7591871292860173
2016-09-05,1.3598403450940324,1.7737065406587198,1.7737065406587198,1.7737065406587198,1.6298023411345006,1.7737065406587198,1.7737065406587198,1.7737065406587198,1.463098594087652,1.7737065406587198,1.7737065406587198,1.7737065406587198,1.7737065406587198,1.7737065406587198,1.7737065406587198
2016-09-06,1.3715248991703959,1.7781469281633684,1.7781469281633684,1.7781469281633684,1.633882471519504,1.7781469281633684,1.7781469281633684,1.7781469281633684,1.4664133743092236,1.7781469281633684,1.7781469281633684,1.7781469281633684,1.7781469281633684,1.7781469281633684,1.7781469281633684
2016-09-07,1.3723307304860073,1.7780707770884014,1.7780707770884014,1.7780707770884014,1.633812498726702,1.7780707770884014,1.7780707770884014,1.7780707770884014,1.4667467378008734,1.7780707770884014,1.7780707770884014,1.7780707770884014,1.7780707770884014,1.7780707770884014,1.7780707770884014
2016-09-08,1.3703161521969789,1.7754605733639612,1.7754605733639612,1.7754605733639612,1.6314140658160634,1.7754605733639612,1.7754605733639612,1.7754605733639612,1.4645935570348707,1.7754605733639612,1.7754605733639612,1.7754605733639612,1.7754605733639612,1.7754605733639612,1.7754605733639612
2016-09-09,1.363466586014283,1.7655121804262197,1.7655121804262197,1.7655121804262197,1.6222728049993584,1.7655121804262197,1.7655121804262197,1.7655121804262197,1.4638612602563534,1.7655121804262197,1.7655121804262197,1.7655121804262197,1.7655121804262197,1.7655121804262197,1.7655121804262197
2016-09-12,1.3364712369413052,1.7556764579725916,1.7556764579725916,1.7556764579725916,1.6132350734951837,1.7556764579725916,1.7556764579725916,1.7556764579725916,1.4638612602563534,1.7556764579725916,1.7556764579725916,1.7556764579725916,1.7556764579725916,1.7556764579725916,1.7556764579725916
2016-09-13,1.3364712369413052,1.7581388372965367,1.7581388372965367,1.7581388372965367,1.6154976752812924,1.7581388372965367,1.7581388372965367,1.7581388372965367,1.4638612602563534,1.7581388372965367,1.7581388372965367,1.7581388372965367,1.7581388372965367,1.7581388372965367,1.7581388372965367
2016-09-14,1.3284129237851925,1.7512465884418915,1.7512465884418915,1.7512465884418915,1.6091646077408126,1.7512465884418915,1.7512465884418915,1.7512465884418915,1.4638612602563534,1.7512465884418915,1.7512465884418915,1.7512465884418915,1.7512465884418915,1.7512465884418915,1.7512465884418915
2016-09-19,1.336874152599111,1.7428691865415011,1.7428691865415011,1.7428691865415011,1.601466880457916,1.7428691865415011,1.7428691865415011,1.7428691865415011,1.4638612602563534,1.7428691865415011,1.7428691865415011,1.7428691865415011,1.7428691865415011,1.7428691865415011,1.7428691865415011
2016-09-20,1.3352624899678882,1.745336092679564,1.745336092679564,1.745336092679564,1.6037336417890664,1.745336092679564,1.745336092679564,1.745336092679564,1.4638612602563534,1.745336092679564,1.745336092679564,1.745336092679564,1.745336092679564,1.745336092679564,1.745336092679564
2016-09-21,1.3405003935193616,1.7487885413263338,1.7487885413263338,1.7487885413263338,1.6069059866827502,1.7487885413263338,1.7487885413263338,1.7487885413263338,1.4638612602563534,1.7487885413263338,1.7487885413263338,1.7487885413263338,1.7487885413263338,1.7487885413263338,1.7487885413263338
