base_pool,plus_159981_risk,plus_159981_defensive,plus_163208_risk,plus_163208_defensive
1.257360548123126,1.257360548123126,1.257360548123126,1.257360548123126,1.257360548123126
1.3149864750773201,1.3149864750773201,1.3149864750773201,1.3149864750773201,1.3149864750773201
1.3172171561207084,1.3172171561207084,1.3172171561207084,1.3172171561207084,1.3172171561207084
1.3235374190769749,1.3235374190769749,1.3235374190769749,1.3235374190769749,1.3235374190769749
1.3361779449895077,1.3361779449895077,1.3361779449895077,1.3361779449895077,1.3361779449895077
1.3219366883087225,1.3219366883087225,1.3219366883087225,1.3219366883087225,1.3219366883087225
1.3186538586746739,1.3186538586746739,1.3186538586746739,1.3186538586746739,1.3186538586746739
1.3109511114515064,1.3109511114515064,1.3109511114515064,1.3109511114515064,1.3109511114515064
1.2929953800193246,1.2929953800193246,1.2929953800193246,1.2929953800193246,1.2929953800193246
1.2627196977917254,1.2627196977917254,1.2627196977917254,1.2627196977917254,1.2627196977917254
1.2631912523357556,1.2631912523357556,1.2631912523357556,1.2631912523357556,1.2631912523357556
1.2531757771152592,1.2531757771152592,1.2531757771152592,1.2531757771152592,1.2531757771152592
1.258815068112278,1.258815068112278,1.258815068112278,1.258815068112278,1.258815068112278
1.2545929554614668,1.2545929554614668,1.2545929554614668,1.2545929554614668,1.2545929554614668
1.2334547278187462,1.2334547278187462,1.2334547278187462,1.2334547278187462,1.2334547278187462
1.2370014027549663,1.2370014027549663,1.2370014027549663,1.2370014027549663,1.2370014027549663
1.2334586779738066,1.2334586779738066,1.2334586779738066,1.2334586779738066,1.2334586779738066
1.2245919622375732,1.2245919622375732,1.2245919622375732,1.2245919622375732,1.2245919622375732
1.2306383541769792,1.2306383541769792,1.2306383541769792,1.2306383541769792,1.2306383541769792
1.2311759490755525,1.2311759490755525,1.2311759490755525,1.2311759490755525,1.2311759490755525
1.2302596982085459,1.2304319952148413,1.2302596982085459,1.2304319952148413,1.2302596982085459
1.2236411707873909,1.2236411577595123,1.2236411707873909,1.2236411577595123,1.2236411707873909
1.2232006599659073,1.2232006469427188,1.2232006599659073,1.2232006469427188,1.2232006599659073
1.2231176078182402,1.2231175947959358,1.2231176078182402,1.2231175947959358,1.2231176078182402
1.2226772854794257,1.2226772724618094,1.2226772854794257,1.2226772724618094,1.2226772854794257
1.221884990598435,1.2218849775892542,1.221884990598435,1.2218849775892542,1.221884990598435
1.2192453421729676,1.2192453291918908,1.2192453421729676,1.2192453291918908,1.2192453421729676
1.2192453421729676,1.2192453291918908,1.2192453421729676,1.2192453291918908,1.2192453421729676
1.2192453421729676,1.2192453291918908,1.2192453421729676,1.2192453291918908,1.2192453421729676
1.218916145930581,1.218916132953009,1.218916145930581,1.218916132953009,1.218916145930581
1.216259516638425,1.2162595036891375,1.216259516638425,1.2162595036891375,1.216259516638425
1.2155759787900742,1.2159043559140603,1.2155759787900742,1.2159043559140603,1.2155759787900742
1.2224415210497885,1.2164640928865544,1.2224415210497885,1.2164640928865544,1.2224415210497885
1.2197048680211289,1.2137408213952565,1.2197048680211289,1.2137408213952565,1.2197048680211289
1.249875444245109,1.2437638711740717,1.249875444245109,1.2437638711740717,1.249875444245109
1.2658082204532783,1.25961874015839,1.2658082204532783,1.25961874015839,1.2658082204532783
1.2993687490619756,1.2930151663168479,1.2993687490619756,1.2930151663168479,1.2993687490619756
1.2925888442925417,1.2862684135575635,1.2925888442925417,1.2862684135575635,1.2925888442925417
1.3108945871700128,1.3044846460076314,1.3108945871700128,1.3044846460076314,1.3108945871700128
1.3373362157708044,1.3307969817688403,1.3373362157708044,1.3307969817688403,1.3373362157708044
1.3359802348169176,1.3294476312169834,1.3359802348169176,1.3294476312169834,1.3359802348169176
1.3278443490935974,1.3213515279058423,1.3278443490935974,1.3213515279058423,1.3278443490935974
1.3288613348090121,1.3223635408197347,1.3288613348090121,1.3223635408197347,1.3288613348090121
1.3390311919631628,1.3324836699586613,1.3390311919631628,1.3324836699586613,1.3390311919631628
1.3817445920105953,1.374940872904965,1.3817445920105953,1.374940872904965,1.3817445920105953
1.3664898062793693,1.3607595917462694,1.3664898062793693,1.3607595917462694,1.3664898062793693
1.3888150603016256,1.382991227437481,1.3888150603016256,1.382991227437481,1.3888150603016256
1.3868865298103619,1.3810707840123613,1.3868865298103619,1.3810707840123613,1.3868865298103619
1.4088615645378217,1.4029536690122624,1.4088615645378217,1.4029536690122624,1.4088615645378217
1.4326064402923953,1.4265989734187656,1.4326064402923953,1.4265989734187656,1.4326064402923953
1.4434610964417447,1.4374081118422362,1.4434610964417447,1.4374081118422362,1.4434610964417447
1.4350913527983726,1.4290734657359574,1.4350913527983726,1.4290734657359574,1.4350913527983726
1.4654159415947066,1.4592708919302488,1.4654159415947066,1.4592708919302488,1.4654159415947066
1.4765460533123018,1.470354330831387,1.4765460533123018,1.470354330831387,1.4765460533123018
1.476654962291477,1.4704627831135475,1.476654962291477,1.4704627831135475,1.476654962291477
1.4727947713049814,1.466618779384644,1.4727947713049814,1.466618779384644,1.4727947713049814
1.4895381923820823,1.4832919888916702,1.4895381923820823,1.4832919888916702,1.4895381923820823
1.4935327342518798,1.4872697801192236,1.4935327342518798,1.4872697801192236,1.4935327342518798
1.487238447159408,1.4810018873805237,1.487238447159408,1.4810018873805237,1.487238447159408
1.5180559419394728,1.511690152615186,1.5180559419394728,1.511690152615186,1.5180559419394728
1.5240047215810983,1.517613986747961,1.5240047215810983,1.517613986747961,1.5240047215810983
1.5237032742469132,1.5173138034977722,1.5237032742469132,1.5173138034977722,1.5237032742469132
1.522187861326762,1.515804745283744,1.522187861326762,1.515804745283744,1.522187861326762
1.5308815229171062,1.5244619510251225,1.5308815229171062,1.5244619510251225,1.5308815229171062
1.5260648067602307,1.5196654332018145,1.5260648067602307,1.5196654332018145,1.5260648067602307
1.5305017107801906,1.524083731585801,1.5305017107801906,1.524083731585801,1.5305017107801906
1.5291203776933213,1.5227081909570188,1.5291203776933213,1.5227081909570188,1.5291203776933213
1.5316021687118535,1.5251795748763564,1.5316021687118535,1.5251795748763564,1.5316021687118535
1.515998666066485,1.509641503686982,1.515998666066485,1.509641503686982,1.515998666066485
1.500124334484637,1.4938337392504688,1.500124334484637,1.4938337392504688,1.500124334484637
1.4739978304228454,1.4678167936153748,1.4739978304228454,1.4678167936153748,1.4739978304228454
1.496817182071752,1.490540454992862,1.496817182071752,1.490540454992862,1.496817182071752
1.5460937530237382,1.5396103904312037,1.5460937530237382,1.5396103904312037,1.5460937530237382
1.5636766437221816,1.557119549342296,1.5636766437221816,1.557119549342296,1.5636766437221816
1.5539837994577963,1.547467350882084,1.5539837994577963,1.547467350882084,1.5539837994577963
1.5503351715401794,1.5438340230571743,1.5503351715401794,1.5438340230571743,1.5503351715401794
1.5218095350933554,1.5154280055169695,1.5218095350933554,1.5154280055169695,1.5218095350933554
1.5105319578934484,1.5041977195127028,1.5105319578934484,1.5041977195127028,1.5105319578934484
1.5626050811274483,1.5560524802194682,1.5626050811274483,1.5560524802194682,1.5626050811274483
1.569873772818901,1.563290691505889,1.569873772818901,1.563290691505889,1.569873772818901
1.6017728469478487,1.5950560006134469,1.6017728469478487,1.5950560006134469,1.6017728469478487
1.6341488014016465,1.6272961903042134,1.6341488014016465,1.6272961903042134,1.6341488014016465
1.68204761798975,1.674994148829805,1.68204761798975,1.674994148829805,1.68204761798975
1.7040911917706165,1.6969452854726408,1.7040911917706165,1.6969452854726408,1.7040911917706165
1.7038832972583384,1.6967382627415863,1.7038832972583384,1.6967382627415863,1.7038832972583384
1.618892498704181,1.6121038631205324,1.618892498704181,1.6121038631205324,1.618892498704181
1.6152749554449994,1.6085014896041931,1.6152749554449994,1.6085014896041931,1.6152749554449994
1.6394307859271906,1.632556025447923,1.6394307859271906,1.632556025447923,1.6394307859271906
1.6672396710533715,1.6602482972799781,1.6672396710533715,1.6602482972799781,1.6672396710533715
1.6533352284902811,1.6464021613639508,1.6533352284902811,1.6464021613639508,1.6533352284902811
1.6720900579939848,1.6650783446925463,1.6720900579939848,1.6650783446925463,1.6720900579939848
1.6746769310289786,1.6676543699792494,1.6746769310289786,1.6676543699792494,1.6746769310289786
1.7154830310690756,1.7082893544307673,1.7154830310690756,1.7082893544307673,1.7154830310690756
1.7055434120829387,1.69839141606962,1.7055434120829387,1.69839141606962,1.7055434120829387
1.7039230972320143,1.6967778958187465,1.7039230972320143,1.6967778958187465,1.7039230972320143
1.7042471602021991,1.6971005998689213,1.7042471602021991,1.6971005998689213,1.7042471602021991
1.716492499742051,1.7092945900154066,1.716492499742051,1.7092945900154066,1.716492499742051
1.693800716473879,1.68669796207563,1.693800716473879,1.68669796207563,1.693800716473879
1.6492528732249043,1.6423369249759805,1.6492528732249043,1.6423369249759805,1.6492528732249043
1.6738196985460299,1.6668007322000515,1.6738196985460299,1.6668007322000515,1.6738196985460299
1.6079806066854128,1.6012377288395405,1.6079806066854128,1.6012377288395405,1.6079806066854128
1.5067573689659104,1.5004389588805749,1.5067573689659104,1.5004389588805749,1.5067573689659104
1.5174277768147748,1.5110646216271717,1.5174277768147748,1.5110646216271717,1.5174277768147748
1.5301300189526468,1.523713598404287,1.5301300189526468,1.523713598404287,1.5301300189526468
1.5128023145745204,1.5064585557196446,1.5128023145745204,1.5064585557196446,1.5128023145745204
1.482359423022712,1.4761433228585912,1.482359423022712,1.4761433228585912,1.482359423022712
1.4670580587566355,1.4609061230666958,1.4670580587566355,1.4609061230666958,1.4670580587566355
1.4668600059187034,1.4607089007400818,1.4668600059187034,1.4607089007400818,1.4668600059187034
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4413159412772956,1.435271952134059,1.4413159412772956,1.435271952134059,1.4413159412772956
1.4407394149007846,1.4346978433532054,1.4407394149007846,1.4346978433532054,1.4407394149007846
1.4449555704816555,1.438896318980759,1.4449555704816555,1.438896318980759,1.4293276175550358
1.4731201441579602,1.4669427878247725,1.4731201441579602,1.4669427878247725,1.4494618410397246
1.4580259636127944,1.4519119029531842,1.4580259636127944,1.4519119029531842,1.4346100729685685
1.4777921524219402,1.4715952045707406,1.4777921524219402,1.4715952045707406,1.454058816871273
1.473461200761231,1.4672824142472287,1.473461200761231,1.4672824142472287,1.4497974202754278
1.4728718162809267,1.46669550128153,1.4728718162809267,1.46669550128153,1.4492175013073176
1.4733838968776345,1.4672054345283903,1.4733838968776345,1.4672054345283903,1.4497213578918662
1.477480185730813,1.4712845460752981,1.477480185730813,1.4712845460752981,1.4537518603638506
1.495900717916548,1.4896278339224707,1.495900717916548,1.4896278339224707,1.4718765588826728
1.5181937705131856,1.5118274032209604,1.5181937705131856,1.5118274032209604,1.4938115851514147
1.5124767228417968,1.5061343293176177,1.5124767228417968,1.5061343293176177,1.4881863532408024
1.5042187650942356,1.4979110003461231,1.5042187650942356,1.4979110003461231,1.4800610182588074
1.4921494422324155,1.4858922887724002,1.4921494422324155,1.4858922887724002,1.4681855286697378
1.4749982992182498,1.4688130670623725,1.4749982992182498,1.4688130670623725,1.4513098329379017
1.4819858019277246,1.475771268499791,1.4819858019277246,1.475771268499791,1.4581851163842052
1.4857971670419834,1.4795666511020191,1.4857971670419834,1.4795666511020191,1.4619352709912798
1.495325579827631,1.4890551076075902,1.495325579827631,1.4889062020968296,1.4713106575089667
1.4934198972705015,1.487157416306476,1.4934198972705015,1.487239462051155,1.4694355802054293
1.4692812515468612,1.46311999315903,1.4692812515468612,1.4632007127708728,1.44568460102729
1.4629289763564293,1.4567943554886493,1.4629289763564293,1.4568747261181667,1.439434343348832
1.4692812515468612,1.4631199931590302,1.4692812515468612,1.4632007127708728,1.44568460102729
1.4521301085326954,1.4460407714490024,1.4521301085326954,1.4461205488085669,1.4288089052954538
1.4527653360517385,1.4466733352160404,1.4527653360517385,1.4467531474738373,1.4294339310632995
1.4495891984565226,1.4435105163808502,1.4495891984565226,1.4435901541474845,1.4263088022240706
1.448318743418436,1.442245388846774,1.448318743418436,1.4423249568169432,1.425058750688379
1.4464130608613066,1.44034769754566,1.4464130608613066,1.4404271608211316,1.4231836733848418
1.4641994313945155,1.4580594830227256,1.4641994313945155,1.458139923448708,1.4406843948845236
1.4717211604475058,1.4655496705882234,1.4717211604475058,1.4656305242441772,1.4480853250015857
1.470985299867282,1.4648168957529293,1.470985299867282,1.4648977089820552,1.447361282339085
1.4622107816746355,1.4560791724719149,1.4622107816746355,1.4561595036451362,1.4387276828705093
1.457823522578312,1.4517103108314076,1.457823522578312,1.4517904009766767,1.4344108831362214
1.4691050459688577,1.4629445264784262,1.4691050459688577,1.4630252364098582,1.4455112253101043
1.4785063154609794,1.4723063728509418,1.4785063154609794,1.4723875992708428,1.454761510455007
1.4689969313696989,1.4628368652451427,1.4689969313696989,1.4629175692369571,1.4454048470309382
1.4689969313696989,1.4628368652451427,1.4689969313696989,1.4629175692369571,1.4454048470309382
1.468409332597151,1.4622517304990448,1.468409332597151,1.4623324022092625,1.4448266850921259
1.4833182943462422,1.4770981732678292,1.4833182943462422,1.4771796640490071,1.540660823839505
1.5019875686532669,1.4756210750945613,1.5019875686532669,1.4957716766022158,1.5600518201239695
1.5646629895411364,1.5371962664494987,1.5646629895411364,1.5566295310263865,1.6251501647932443
1.5521521309695085,1.524905028518432,1.5521521309695085,1.527054133933092,1.6121556579855203
1.5710856258326689,1.543506157201757,1.5710856258326689,1.5456814778794168,1.631821089137567
1.5763291323018642,1.548657617050574,1.5763291323018642,1.5508401978723394,1.6372673005322689
1.5737095575078437,1.5460840273255212,1.5737095575078437,1.546869544408514,1.633238820324262
1.5701985734853956,1.542634676527971,1.5701985734853956,1.489683879369579,1.584767896264516
1.5907612184989968,1.5628363566050998,1.5907612184989968,1.5091921385867344,1.6055213348614603
1.541684616146887,1.514621264658805,1.541684616146887,1.4626320253547571,1.555989367899648
1.5351606361324381,1.5082118092120813,1.5351606361324381,1.4564425738923978,1.5494048541589305
1.562236537609578,1.5348124094305473,1.562236537609578,1.48213011088994,1.576731983445608
1.5648151948931153,1.5373457999275442,1.5648151948931153,1.4845765429849442,1.5793345671871963
1.565674747320961,1.5381902634265432,1.565674747320961,1.4853920203499456,1.5802020951010591
1.5381690696298984,1.511167431458578,1.5381690696298984,1.4592967446699028,1.5524412018574503
1.5403179506995126,1.5132785902060752,1.5403179506995126,1.4613354380824062,1.5546100216421073
1.5407477269134353,1.5137008219555745,1.5407477269134353,1.4617431767649067,1.5550437855990387
1.5136734370970975,1.4871018051061689,1.5136734370970975,1.4360571687874237,1.5277182829271994
1.5274142989753887,1.500601454371409,1.5274142989753887,1.44909344380027,1.5415866414516783
1.5274142989753887,1.500601454371409,1.5274142989753887,1.44909344380027,1.5415866414516783
1.551717816677532,1.5244783383541254,1.551717816677532,1.472150755877998,1.5661156629850246
1.5887909792740222,1.5609007037514897,1.5887909792740222,1.507322926844024,1.6035328144765704
1.605267940428018,1.5770884217058738,1.605267940428018,1.5229550028289245,1.620162659583924
1.600736776110669,1.572636799268418,1.600736776110669,1.5186561819330768,1.6155894521794016
1.5986771559664195,1.5706133345241198,1.5986771559664195,1.516702172434964,1.6135107215409823
1.5822001948124242,1.5544256165697359,1.5822001948124242,1.5010700964500638,1.5968808764336289
1.566959005744978,1.5394519774619304,1.566959005744978,1.4866104261640307,1.5814982697093265
1.5760213343796756,1.5483552223368415,1.5760213343796756,1.4952080679557258,1.5906446845183708
1.5702543979757773,1.542689521052807,1.5702543979757773,1.4897368413610106,1.5848242387307971
1.5566609050237308,1.52933465374044,1.5566609050237308,1.4768403786734676,1.5711046165172302
1.5799035535819743,1.5521692915026637,1.5799035535819743,1.498891219538908,1.5945629254733398
1.5767322143320837,1.5490536232168008,1.5767322143320837,1.4958824962880088,1.591362160476952
1.571014033161411,1.5434358212970292,1.571014033161411,1.4904575249161667,1.5855909223053422
1.5708373250406553,1.5432622151816593,1.5708373250406553,1.4902898778151639,1.585412574571806
1.5773700199111467,1.5496802325003396,1.5773700199111467,1.4964875972639913,1.6156654173197853
1.569725167680773,1.5421695810791445,1.569725167680773,1.4892347482803936,1.6078349633278737
1.5092440973491439,1.4827502197686842,1.5092440973491439,1.4318549512270475,1.545885533261488
1.4966556606350803,1.4703827655330794,1.4966556606350803,1.419912008750811,1.532178173853258
1.5147553901086332,1.4881647650796086,1.5147553901086332,1.4370836427549436,1.5398104437105595
1.5090213027188855,1.4825313361649255,1.5090213027188855,1.4316435807833912,1.546040577748404
1.5122040526323448,1.485658214806982,1.5122040526323448,1.434663129596011,1.5493014068077207
1.4822241000381409,1.4562045423521497,1.4822241000381409,1.4062204518111778,1.518585986723126
1.5024303179604428,1.4760560522024189,1.5024303179604428,1.4253905603631596,1.4978107964850325
1.479915975491675,1.4539369355518073,1.479915975491675,1.4040306804112364,1.4753656788497203
1.4805924510744957,1.454601536010313,1.4805924510744957,1.4046724685185061,1.4760400744735271
1.4800615349109547,1.4540799397625281,1.4800615349109547,1.4041687760152275,1.4755107907175526
1.4800615349109547,1.4540799397625281,1.4800615349109547,1.4041687760152275,1.4755107907175526
1.4858385270229328,1.4597555202327004,1.4858385270229328,1.4096495426939006,1.4812700203158184
1.4858385270229328,1.4597555202327004,1.4858385270229328,1.4096495426939006,1.4812700203158184
1.4852441916121237,1.4591716180246073,1.4852441916121237,1.4090856828768232,1.4806775123076923
1.4857777324083923,1.459695792831262,1.4857777324083923,1.4095918654301693,1.481209412626438
1.4799093104850556,1.4539303875453933,1.4799093104850556,1.4040243571645563,1.4753590343359924
1.4911237788730345,1.4649479926472257,1.4911237788730345,1.4146637839576843,1.4865390216056562
1.4969870001661902,1.4707082885968663,1.4969870001661902,1.4202263582645778,1.492384215256295
1.4943245066132047,1.468092533525996,1.4943245066132047,1.4177003887523243,1.4897299080704234
1.4948572426226927,1.4686159176734208,1.4948572426226927,1.4182058077857478,1.4902610060768657
1.4975206853712408,1.4712326052772933,1.4975206853712408,1.4207326778218916,1.4929162595398089
1.4941765419783246,1.4679471663217964,1.4941765419783246,1.417560011264394,1.4895823983823053
1.4966902742783588,1.4704167715545495,1.4966902742783588,1.419944847518639,1.4920884017113485
1.4949428750673888,1.4687000468917597,1.4949428750673888,1.4182870492761994,1.4903463752275425
1.4861375616484174,1.460049305484161,1.4861375616484174,1.4099332437929082,1.4815681354997436
1.4961085858886514,1.4698452943566658,1.4961085858886514,1.4193929862244077,1.4915085018385368
1.5087367791946864,1.4822518072810449,1.5087367791946864,1.4313736467034233,1.504097867247214
1.5213649725007214,1.4946583202054238,1.5213649725007214,1.4433543071824388,1.5166872326558913
1.5545970601481813,1.527307038427473,1.5545970601481813,1.4748823610745845,1.5498171416260942
1.553932418395232,1.526654064063032,1.553932418395232,1.4742517999967417,1.5491545434466902
1.559914194171775,1.532530833343001,1.559914194171775,1.4799268496973281,1.555117927061327
1.5406395833362483,1.5135945767742125,1.5406395833362483,1.4616405784398836,1.5359025798586092
1.5286760317831625,1.5018410382142746,1.5286760317831625,1.450290479038711,1.5239758126293361
1.539974941583299,1.5129416024097715,1.539974941583299,1.4610100173620408,1.5352399816792053
1.5313345987949594,1.5044529356720384,1.5313345987949594,1.4528127233500827,1.5266262053469524
1.5373163745715026,1.5103297049520077,1.5373163745715026,1.4584877730506693,1.5325895889615893
1.535987091065604,1.5090237562231255,1.535987091065604,1.4572266508949834,1.531264392602781
1.5479506426186895,1.5207772947830633,1.5479506426186895,1.468576750296156,1.543191159832054
1.5619081194306228,1.534489756436324,1.5619081194306228,1.4818185329308573,1.5571057215995392
1.5519384931363847,1.5246951409697092,1.5519384931363847,1.4723601167632134,1.5471667489084782
1.5545970601481816,1.5273070384274732,1.5545970601481816,1.4748823610745851,1.5498171416260944
1.5811827302661496,1.5534260130051127,1.5811827302661496,1.5001048041883018,1.5763210688022566
1.5785241632543527,1.5508141155473487,1.5785241632543527,1.4975825598769301,1.5736706760846404
1.569219178713064,1.541672474445175,1.569219178713064,1.4887547047871295,1.5643943015729838
1.570548462218962,1.5429784231740566,1.570548462218962,1.490015826942815,1.5657194979317917
1.5838412972779463,1.5560379104628765,1.5838412972779463,1.5026270484996735,1.578971461519873
1.5878291477956412,1.5599557566495221,1.5878291477956412,1.5064104149667308,1.5829470505962973
1.5944755653251335,1.5664855002939324,1.5944755653251335,1.5127160257451602,1.589573032390338
1.6090976838900155,1.5808509363116339,1.6090976838900155,1.526588369457704,1.6041501923372272
1.6290369364784918,1.6004401672448638,1.6290369364784918,1.5455052017929918,1.6240281377193493
1.692842544761615,1.6631257062311986,1.692842544761615,1.6060390652659118,1.687637562942139
1.669580083408393,1.6402716034757638,1.669580083408393,1.5839694275414096,1.6644466266629967
1.683537560220326,1.6539840651290245,1.683537560220326,1.5972112101761107,1.6783611884304819
1.6861961272321229,1.6565959625867885,1.6861961272321229,1.5997334544874824,1.6810115811480981
1.7107878720912433,1.680756014071105,1.7107878720912433,1.6230642143676703,1.7055277137860483
1.6981596787852087,1.6683495011467266,1.6981596787852087,1.6109224455332665,1.6929383483773714
1.699488962291107,1.6696554498756084,1.699488962291107,1.6119312423680425,1.6942635447361793
1.712781797350091,1.682714937164428,1.712781797350091,1.6220176326214208,1.7075155083242604
1.7373735422092114,1.7068749886487447,1.7373735422092114,1.6406484909549846,1.7320316409622105
1.7360442587033131,1.7055690399198629,1.7360442587033131,1.6396442684662593,1.7307064446034026
1.719428214879583,1.6892446808088382,1.719428214879583,1.6270895650323676,1.7141414901183012
1.7453492432446018,1.7147106810220367,1.7453492432446018,1.646712755766426,1.7399828191150595
1.7245728743682864,1.6942990288767936,1.7245728743682864,1.6296931203356275,1.7192703313259783
1.736269399450707,1.7057902284560733,1.736269399450707,1.65287509928777,1.7309308931106937
1.7543154551117919,1.7235194964018146,1.7543154551117919,1.6969208592968412,1.7489214625767275
1.7532566453312641,1.7224792733938015,1.7532566453312641,1.754875806677198,1.7478659083179109
1.7601399481290918,1.729241743927322,1.7601399481290918,1.764148598258055,1.754728047029314
1.7453288531485915,1.714690648861968,1.7453288531485915,1.7201028382489838,1.7399624917124632
1.7352842139264246,1.7048223372745153,1.7352842139264246,1.7201028382489838,1.7299487367356718
1.7302607826767185,1.6998870893563176,1.7302607826767185,1.729375629829841,1.724940751026608
1.714618298392452,1.6845191995292432,1.714618298392452,1.7244805231543068,1.7093463626781171
1.7074841656121367,1.677510302183578,1.7074841656121367,1.7144883406262121,1.702234165211003
1.7175750518163764,1.6874240489149894,1.7175750518163764,1.7214578054255059,1.7109241897543235
1.7313633810629148,1.7009703322872134,1.7313633810629148,1.7563051294219738,1.7372405589110629
1.7298051540199582,1.699439458988155,1.7298051540199582,1.7772135238198543,1.735677042408043
1.767761654783244,1.736729656079045,1.767761654783244,1.7586282843550716,1.7737623879348943
1.7580346254394545,1.72717337891849,1.7580346254394545,1.765597749154365,1.764002339825655
1.743412543071533,1.7128079784623331,1.743412543071533,1.7563051294219736,1.7565749615527049
1.7238754686589026,1.69361386570758,1.7238754686589026,1.7168114955593101,1.7249752003395875
1.7320390462531832,1.7016341365791234,1.7320390462531832,1.7284272702247994,1.7343120079192333
1.7276902624571768,1.6973616930820241,1.7276902624571768,1.7423661998233864,1.7455011176477444
1.7309539040391504,1.7005680433877282,1.7309539040391504,1.724550621587939,1.7324680426359746
1.743458635815483,1.712853262075727,1.743458635815483,1.7354457866798345,1.73433341872495
1.7299606298115133,1.6995922054951658,1.7299606298115133,1.7360405967276886,1.7346357149047085
1.7353515946909508,1.7048885352100152,1.7353515946909508,1.7414505082164007,1.7400412484506875
1.7520635858172076,1.7213071573260486,1.7520635858172076,1.7582212338314083,1.7567984024432233
1.7488290068895453,1.7181293594971392,1.7488290068895453,1.7549752869381812,1.753555082315636
1.7272651473717948,1.6969440406377414,1.7272651473717948,1.731862305688497,1.7319329481317192
1.711168103609336,1.6811295708522813,1.711168103609336,1.7321982191971137,1.7157924033507737
1.7234192682421812,1.69316567361636,1.7234192682421812,1.7445999496380582,1.7398412456618895
1.730863269709328,1.7004790000893655,1.730863269709328,1.7521354372724376,1.7416847860546438
1.7171001912449535,1.6869575242369248,1.7171001912449535,1.7382032117030306,1.7658967848545606
1.7234422048783604,1.6931882076136078,1.7234422048783604,1.7446231681636142,1.772419025980524
1.725027708286712,1.6947458784577782,1.725027708286712,1.74622815727876,1.7740495862620145
1.7007166560253184,1.6708615921804932,1.7007166560253184,1.7216183241798557,1.7490476619458217
1.7028306605697874,1.6729384866393875,1.7028306605697874,1.7237583096667168,1.7512217423211427
1.671728685809969,1.6423824884470737,1.671728685809969,1.6921047143378092,1.7192359109112876
1.6882268563407075,1.6585910434602755,1.6882268563407075,1.741493557522796,1.7593805057853584
1.6707402719947568,1.6414114256453025,1.6707402719947568,1.7393462165147533,1.7576449886403174
1.6635210239058904,1.6343189071394275,1.6635210239058904,1.7586722855871393,1.7732684996504535
1.660939920688038,1.6317831136450296,1.660939920688038,1.7393462165147533,1.757679326027153
1.6753997163442416,1.645989076235643,1.6753997163442416,1.78873505969974,1.797606856396165
1.6815834292534704,1.6520642377626948,1.6815834292534704,1.8059137877640832,1.8114180015113333
1.7057807262071372,1.6758367656386528,1.7057807262071372,1.8059137877640832,1.8114180015113333
1.7271546973741103,1.6968355295237152,1.7271546973741103,1.7801456956675683,1.7905616232626358
1.7110032440999283,1.6809676053529727,1.7110032440999283,1.7436408985308391,1.7536678461826918
1.7099806048804438,1.679962917953434,1.7099806048804438,1.7371988755067105,1.7484845914649105
1.712366331465668,1.6823067645351517,1.712366331465668,1.7307568524825816,1.7431231628040165
1.7059769048557214,1.6760295004883787,1.7059769048557214,1.7393462165147533,1.751773898103292
