date,nav,drawdown,signal,holding,exposure,current_momentum,effective_momentum,absolute_momentum_threshold
2012-11-12,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.06
2012-11-13,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.06
2012-11-14,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.06
2012-11-15,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.06
2012-11-16,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.06
2012-11-19,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.06
2012-11-20,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.06
2012-11-21,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.06
2012-11-22,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.06
2012-11-23,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.06
2012-11-26,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.06
2012-11-27,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.06
2012-11-28,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.06
2012-11-29,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.06
2012-11-30,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.06
2012-12-03,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.06
2012-12-04,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.05
2012-12-05,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.05
2012-12-06,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.05
2012-12-07,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.05
2012-12-10,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.05
2012-12-11,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.05
2012-12-12,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.05
2012-12-13,0.9990002500000001,-0.000999749999999855,,,0.0,,,0.05
2012-12-14,0.9985007498750001,-0.0014992501249998513,510300,510300,1.0,0.05364995602462663,0.05364995602462663,0.05
2012-12-17,1.0014179056551025,0.0,510300,510300,1.0,0.053023663453111824,0.053023663453111824,0.05
2012-12-18,0.985998653674562,-0.015397419891801878,510300,510300,1.0,0.05295950155763274,0.05295950155763274,0.05
2012-12-19,0.9884990729146492,-0.012900540990429032,510300,510300,1.0,0.052818464269862586,0.052818464269862586,0.05
2012-12-20,0.9951668575548831,-0.006242197253433446,510300,510300,1.0,0.07277628032345063,0.07277628032345063,0.05
2012-12-21,0.9909994921547371,-0.010403662089055521,510300,510300,1.0,0.07845804988662186,0.07845804988662186,0.05
2012-12-24,0.9918329652347664,-0.009571369121931017,510300,510300,1.0,0.07936507936507975,0.07936507936507975,0.05
2012-12-25,1.019337576875731,0.0,510300,510300,1.0,0.11232378353797245,0.11232378353797245,0.05
2012-12-26,1.022254732655833,0.0,510300,510300,1.0,0.10197663971248949,0.10197663971248949,0.05
2012-12-27,1.0201710499557601,-0.0020383204239705632,510300,510300,1.0,0.10619069136918258,0.10619069136918258,0.05
2012-12-28,1.035173565396286,0.0,510300,510300,1.0,0.11640449438202283,0.11640449438202283,0.05
2012-12-31,1.0518430269968704,0.0,510300,510300,1.0,0.1415649027589332,0.1415649027589332,0.05
2013-01-04,1.0543434462369579,0.0,510300,510300,1.0,0.15683584819387342,0.15683584819387342,0.05
2013-01-07,1.0560103923970163,0.0,510300,510300,1.0,0.17152103559870602,0.17152103559870602,0.05
2013-01-08,1.0514262904568559,-0.004340962904498591,510300,510300,1.0,0.17076566125290094,0.17076566125290094,0.05
2013-01-09,1.0505928173768266,-0.005130228887134769,510300,510300,1.0,0.1644341801385687,0.1644341801385687,0.05
2013-01-10,1.0530932366169143,-0.0027624309392262347,510300,510300,1.0,0.1780885780885786,0.1780885780885786,0.05
2013-01-11,1.0372572480963593,-0.017758484609312952,510300,510300,1.0,0.1512488436632755,0.1512488436632755,0.05
2013-01-14,1.0739300636176448,0.0,510300,510300,1.0,0.1514745308310994,0.1514745308310994,0.05
2013-01-15,1.080181111717864,0.0,510300,510300,1.0,0.15973154362416153,0.15973154362416153,0.05
2013-01-16,1.0722631174575863,-0.007330246913580307,510300,510300,1.0,0.12850877192982502,0.12850877192982502,0.05
2013-01-17,1.0655953328173526,-0.013503086419753063,510300,510300,1.0,0.11125597566275558,0.11125597566275558,0.05
2013-01-18,1.081431321337908,0.0,510300,510300,1.0,0.1312118570183094,0.1312118570183094,0.05
2013-01-21,1.0851819501980393,0.0,510300,510300,1.0,0.13266637668551584,0.13266637668551584,0.05
2013-01-22,1.0835150040379808,-0.001536098310291889,510300,510300,1.0,0.13985094256904884,0.13985094256904884,0.05
2013-01-23,1.0855986867380538,0.0,510300,510300,1.0,0.08722871452420722,0.08722871452420722,0.05
2013-01-24,1.0785141655578054,-0.006525911708253451,510300,510300,1.0,0.07698709945900983,0.07698709945900983,0.05
2013-01-25,1.07351332707763,-0.011132437619961744,510300,510300,1.0,0.08875739644970437,0.08875739644970437,0.05
2013-01-28,1.1026848848786526,0.0,510300,510300,1.0,0.11551433389544763,0.1272648085936989,0.05
2013-01-29,1.1110196156789447,0.0,510300,510300,1.0,0.11641541038526015,0.12364771587156065,0.05
2013-01-30,1.1172706637791638,0.0,510300,510300,1.0,0.12741799831791467,0.13268153168329816,0.05
2013-01-31,1.1201878195592663,0.0,510300,510300,1.0,0.129411764705883,0.13578255717203377,0.05
2013-02-01,1.141858119640026,0.0,510300,510300,1.0,0.1201962387571549,0.13666177383286274,0.05
2013-02-04,1.143941802340099,0.0,510300,510300,1.0,0.11903791275988618,0.13671504912510282,0.05
2013-02-05,1.152276533140391,0.0,510300,510300,1.0,0.1294934640522878,0.15279669762641945,0.05
2013-02-06,1.155610425460508,0.0,510300,510300,1.0,0.11634460547504055,0.1452105082023637,0.05
2013-02-07,1.150192850440318,-0.004688063469166948,510300,510300,1.0,0.09350237717908083,0.12597201831740468,0.05
2013-02-08,1.1539434793004495,-0.0014424810674360522,510300,510300,1.0,0.09446640316205568,0.13306253924864292,0.05
2013-02-18,1.1368572811598505,-0.01622791200865492,510300,510300,1.0,0.07655880031570672,0.11415473747009652,0.05
2013-02-19,1.1185208733992078,-0.03209520375045083,510300,510300,1.0,0.0638129211256444,0.1035553661035461,0.05
2013-02-20,1.1235217118793832,-0.027767760548142784,510300,510300,1.0,0.06941689805632723,0.11232937294976231,0.05
2013-02-21,1.083119521061507,-0.06272953479985566,510300,510300,0.27,0.028888009497428202,,0.05
2013-02-22,1.0822196986901635,-0.06350819026325272,510300,510300,0.27,0.04138208115709152,,0.05
2013-02-25,1.0826706235646177,-0.0631179853425291,510300,510300,0.27,0.007372914241366102,,0.05
2013-02-26,1.0782460728183054,-0.06694674168535042,,,0.0,,,0.05
2013-02-27,1.078100509598475,-0.0670727038752228,510300,510300,0.27,0.00349786241741179,,0.05
2013-02-28,1.087908635458455,-0.058585305662220866,510300,510300,0.27,0.04380132968322292,,0.05
2013-03-01,1.0875784721033703,-0.05887101038399434,510300,510300,0.27,0.027360308285163892,,0.05
2013-03-04,1.0737002201825314,-0.07088046583288266,510300,510300,0.27,-0.024577572964669447,,0.05
2013-03-05,1.082031964804499,-0.06367064456578275,510300,510300,0.27,0.0050000000000003375,,0.05
2013-03-06,1.0851625280092145,-0.06096163196452653,510300,510300,0.27,0.0138195777351251,,0.05
2013-03-07,1.0816124317418918,-0.06403368478536198,510300,510300,0.27,0.008114374034003502,,0.05
2013-03-08,1.081164696430937,-0.06442112963796132,510300,510300,0.27,0.011257763975155655,,0.05
2013-03-11,1.0791476290894189,-0.06616658580301304,510300,510300,0.27,-0.022297808012093467,,0.05
2013-03-12,1.0749803755855134,-0.06977269164291566,510300,510300,0.27,-0.04351087771942974,,0.05
2013-03-13,1.0716486828369838,-0.07265575039275507,,,0.0,,,0.06
2013-03-14,1.0716486828369838,-0.07265575039275507,,,0.0,,,0.06
2013-03-15,1.0716486828369838,-0.07265575039275507,,,0.0,,,0.06
2013-03-18,1.0716486828369838,-0.07265575039275507,,,0.0,,,0.06
2013-03-19,1.0716486828369838,-0.07265575039275507,,,0.0,,,0.06
2013-03-20,1.0715040102648008,-0.07278094186645201,510300,510300,0.27,-0.06202668589974747,,0.06
2013-03-21,1.072282611794751,-0.0721071840733446,510300,510300,0.27,-0.0550724637681157,,0.06
2013-03-22,1.0730596877672556,-0.07143474641149605,510300,510300,0.27,-0.05561574575659067,,0.06
2013-03-25,1.0726165120644684,-0.07181824563668737,510300,510300,0.27,-0.04288856304985322,,0.06
2013-03-26,1.067847045306495,-0.07594547281713859,510300,510300,0.27,-0.04321907600596131,,0.06
2013-03-27,1.0685206871341415,-0.07536254122288777,510300,510300,0.27,-0.04525222551928798,,0.06
2013-03-28,1.0595540799693794,-0.0831217366811573,510300,510300,0.27,-0.04076923076923067,,0.06
2013-03-29,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.06
2013-04-01,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.06
2013-04-02,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.06
2013-04-03,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.06
2013-04-08,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.06
2013-04-09,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.06
2013-04-10,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.06
2013-04-11,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.06
2013-04-12,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.06
2013-04-15,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.06
2013-04-16,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.06
2013-04-17,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.06
2013-04-18,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.06
2013-04-19,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.06
2013-04-22,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.06
2013-04-23,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.05
2013-04-24,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.05
2013-04-25,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.05
2013-04-26,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.05
2013-05-02,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.05
2013-05-03,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.05
2013-05-06,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.05
2013-05-07,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.05
2013-05-08,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.05
2013-05-09,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.05
2013-05-10,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.05
2013-05-13,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.05
2013-05-14,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.05
2013-05-15,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.05
2013-05-16,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.05
2013-05-17,1.0586081986024574,-0.08394024899818242,,,0.0,,,0.05
2013-05-20,1.0580788945031563,-0.08439827887368323,510300,510300,1.0,0.051911468812878114,0.051911468812878114,0.05
2013-05-21,1.0580788945031563,-0.08439827887368323,510300,510300,1.0,0.05658852061439035,0.05658852061439035,0.05
2013-05-22,1.0592932161112318,-0.08334747353191618,510300,510300,1.0,0.06123276561232838,0.06123276561232838,0.05
2013-05-23,1.0479595477691934,-0.093154990055075,510300,510300,1.0,0.06063088897992697,0.06063088897992697,0.05
2013-05-24,1.0536263819402127,-0.08825123179349548,510300,510300,1.0,0.0598534201954406,0.0598534201954406,0.05
2013-05-27,1.0511977387240614,-0.09035284247702968,510300,510300,1.0,0.05483346872461459,0.05483346872461459,0.05
2013-05-28,1.0730555276694214,-0.0714383463252235,510300,510300,1.0,0.07458451560599966,0.07458451560599966,0.05
2013-05-29,1.0688778565637724,-0.075053466969349,,,0.0,,,0.05
2013-05-30,1.0688778565637724,-0.075053466969349,,,0.0,,,0.05
2013-05-31,1.0683434176354907,-0.07551594023586417,510300,510300,1.0,0.062398042414356425,0.062398042414356425,0.05
2013-06-03,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-06-04,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-06-05,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-06-06,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-06-07,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-06-13,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-06-14,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-06-17,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-06-18,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-06-19,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-06-20,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-06-21,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-06-24,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-06-25,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-06-26,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-06-27,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-06-28,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-01,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-02,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-03,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-04,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-05,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-08,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-09,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.06
2013-07-10,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.06
2013-07-11,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-12,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-15,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-16,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-17,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-18,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-19,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-22,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-23,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-24,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-25,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-26,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-29,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-30,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-07-31,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.06
2013-08-01,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.06
2013-08-02,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.06
2013-08-05,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.06
2013-08-06,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-08-07,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-08-08,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-08-09,1.0698587838267242,-0.07420462791308924,,,0.0,,,0.05
2013-08-12,1.069323854434811,-0.07466752559913259,510300,510300,1.0,0.09309718437783876,0.09309718437783876,0.05
2013-08-13,1.069323854434811,-0.07466752559913259,510300,510300,1.0,0.09558488848429714,0.09558488848429714,0.05
2013-08-14,1.0671025751360266,-0.07658969525929227,510300,510300,1.0,0.06377325066430517,0.06377325066430517,0.05
2013-08-15,1.0541360793573025,-0.08781016843350842,,,0.0,,,0.05
2013-08-16,1.0541360793573025,-0.08781016843350842,,,0.0,,,0.05
2013-08-19,1.0541360793573025,-0.08781016843350842,,,0.0,,,0.05
2013-08-20,1.0541360793573025,-0.08781016843350842,,,0.0,,,0.05
2013-08-21,1.0541360793573025,-0.08781016843350842,,,0.0,,,0.05
2013-08-22,1.0541360793573025,-0.08781016843350842,,,0.0,,,0.05
2013-08-23,1.053609011317624,-0.08826626334929155,510300,510300,1.0,0.050337078651685685,0.050337078651685685,0.05
2013-08-26,1.077052600786394,-0.0679795049813684,510300,510300,1.0,0.06699419383653415,0.06699419383653415,0.05
2013-08-27,1.076514074486001,-0.06844551522887776,,,0.0,,,0.05
2013-08-28,1.076514074486001,-0.06844551522887776,,,0.0,,,0.05
2013-08-29,1.076514074486001,-0.06844551522887776,,,0.0,,,0.05
2013-08-30,1.076514074486001,-0.06844551522887776,,,0.0,,,0.05
2013-09-02,1.075975817448758,-0.06891129247126326,510300,510300,1.0,0.06663665015758613,0.06663665015758613,0.05
2013-09-03,1.0923266530030655,-0.05476220278319488,510300,510300,1.0,0.07654431512981152,0.07654431512981152,0.05
2013-09-04,1.091872463126557,-0.05515523305230785,510300,510300,1.0,0.07369361322018753,0.07369361322018753,0.05
2013-09-05,1.0863519668535464,-0.05993235876126868,518880,518880,0.8,0.04086265607264483,0.04177545691906004,0.05
2013-09-06,1.0781381824440395,-0.06704010392221582,518880,518880,0.8,0.057020946470131895,0.04969485614646896,0.05
2013-09-09,1.0869710738157592,-0.059396618559750536,510300,510300,1.0,0.07305543618392774,0.07305543618392774,0.05
2013-09-10,1.1013363302979056,-0.0469657368667078,510300,510300,1.0,0.08027327070879586,0.08027327070879586,0.05
2013-09-11,1.1061247491252877,-0.04282210963569344,510300,510300,1.0,0.09243336199484098,0.09243336199484098,0.05
2013-09-12,1.11700751918752,-0.03340477501975192,510300,510300,1.0,0.10270734851740437,0.10270734851740437,0.05
2013-09-13,1.1087366139402235,-0.0405619493278675,510300,510300,1.0,0.0898587933247752,0.0898587933247752,0.05
2013-09-16,1.1030775735078626,-0.04545896332815713,510300,510300,1.0,0.05276277523888617,0.05276277523888617,0.05
2013-09-17,1.080338852553353,-0.06513576829073642,518880,518880,0.8,-0.024672897196261645,0.03199002908184445,0.05
2013-09-18,1.0737135472099826,-0.0708689333759599,518880,518880,0.8,-0.0193181818181819,0.03538717735220631,0.05
2013-09-23,1.0860063438975862,-0.06023144134857095,510300,510300,1.0,0.0623420387531588,0.0623420387531588,0.05
2013-09-24,1.075671628491741,-0.06917452041583272,510300,510300,1.0,0.05982180738226539,0.05982180738226539,0.05
2013-09-25,1.0682501401748605,-0.07559665728252196,518880,518880,0.8,-0.039459261965655856,0.04459402608329821,0.05
2013-09-26,1.0692253399985272,-0.07475277442876693,518880,518880,0.8,-0.026987060998151513,0.03474576271186436,0.05
2013-09-27,1.0659754149529388,-0.07756507602624807,518880,518880,0.8,-0.037444933920704915,0.03855932203389845,0.05
2013-09-30,1.0747569057855029,-0.06996606978756281,518880,518880,0.8,-0.023949889462048568,0.04889455782312946,0.05
2013-10-08,1.0676282043009608,-0.07613484546445348,510300,510300,1.0,0.07060333761232318,0.07060333761232318,0.05
2013-10-09,1.0679463165416907,-0.07585956909646552,518880,518880,0.8,-0.05663780663780649,0.04855588112180809,0.05
2013-10-10,1.0614120369758524,-0.08151396561442215,518880,518880,0.8,-0.06621086721842384,0.039347007115948074,0.05
2013-10-11,1.051956765859042,-0.08969602325988024,510300,510300,1.0,0.06097560975609739,0.06097560975609739,0.05
2013-10-14,1.052373712654864,-0.08933522104951963,510300,510300,1.0,0.0645297342893294,0.0645297342893294,0.05
2013-10-15,1.0511228722673978,-0.09041762768060191,510300,510300,1.0,0.06506125897760873,0.06506125897760873,0.05
2013-10-16,1.0318477137593012,-0.1070972613040313,518880,518880,0.8,-0.07878568847126854,0.04558885605740781,0.05
2013-10-17,1.0260185230656433,-0.11214151373134473,518880,518880,0.8,-0.08363504706734248,0.024532224532224367,0.05
2013-10-18,1.0500170598358867,-0.0913745353089408,518880,518880,0.8,-0.0653031933979189,0.029950083194675514,0.05
2013-10-21,1.0500385599932656,-0.09135593028694966,510300,510300,1.0,0.05639097744360888,0.05639097744360888,0.05
2013-10-22,1.0374784131073422,-0.10222477207757141,518880,518880,0.8,-0.047706422018348627,0.03862126245847164,0.05
2013-10-23,1.0463350484798322,-0.09456073999776338,,,0.0,,-0.047895500725689266,0.05
2013-10-24,1.0463350484798322,-0.09456073999776338,,,0.0,,-0.0430342815463165,0.05
2013-10-25,1.0463350484798322,-0.09456073999776338,,,0.0,,-0.03783982365907412,0.05
2013-10-28,1.0463350484798322,-0.09456073999776338,,,0.0,,-0.020879940343027648,0.05
2013-10-29,1.0458118809555923,-0.09501345962776442,518880,518880,1.0,0.006483600305110526,0.006483600305110526,0.05
2013-10-30,1.0421202323852847,-0.09820800381754746,,,0.0,,0.0,0.05
