date,entry_risk_score,entry_risk_level
2012-05-28,,
2012-05-29,,
2012-05-30,,
2012-05-31,,
2012-06-01,,
2012-06-04,,
2012-06-05,,
2012-06-06,,
2012-06-07,,
2012-06-08,,
2012-06-11,,
2012-06-12,,
2012-06-13,,
2012-06-14,,
2012-06-15,,
2012-06-18,,
2012-06-19,,
2012-06-20,,
2012-06-21,,
2012-06-25,,
2012-06-26,,
2012-06-27,,
2012-06-28,,
2012-06-29,,
2012-07-02,,
2012-07-03,,
2012-07-04,,
2012-07-05,,
2012-07-06,,
2012-07-09,,
2012-07-10,,
2012-07-11,,
2012-07-12,,
2012-07-13,,
2012-07-16,,
2012-07-17,,
2012-07-18,,
2012-07-19,,
2012-07-20,,
2012-07-23,,
2012-07-24,,
2012-07-25,,
2012-07-26,,
2012-07-27,,
2012-07-30,,
2012-07-31,,
2012-08-01,,
2012-08-02,,
2012-08-03,,
2012-08-06,,
2012-08-07,,
2012-08-08,,
2012-08-09,,
2012-08-10,,
2012-08-13,,
2012-08-14,,
2012-08-15,,
2012-08-16,,
2012-08-17,,
2012-08-20,,
2012-08-21,,
2012-08-22,,
2012-08-23,,
2012-08-24,,
2012-08-27,,
2012-08-28,,
2012-08-29,,
2012-08-30,,
2012-08-31,,
2012-09-03,,
2012-09-04,,
2012-09-05,,
2012-09-06,,
2012-09-07,,
2012-09-10,,
2012-09-11,,
2012-09-12,,
2012-09-13,,
2012-09-14,,
2012-09-17,,
2012-09-18,,
2012-09-19,,
2012-09-20,,
2012-09-21,,
2012-09-24,,
2012-09-25,,
2012-09-26,,
2012-09-27,,
2012-09-28,,
2012-10-08,,
2012-10-09,,
2012-10-10,,
2012-10-11,,
2012-10-12,,
2012-10-15,,
2012-10-16,,
2012-10-17,,
2012-10-18,70.1280394149463,高
2012-10-19,,
2012-10-22,,
2012-10-23,,
2012-10-24,,
2012-10-25,,
2012-10-26,,
2012-10-29,,
2012-10-30,,
2012-10-31,,
2012-11-01,,
2012-11-02,,
2012-11-05,,
2012-11-06,,
2012-11-07,,
2012-11-08,,
2012-11-09,,
2012-11-12,,
2012-11-13,,
2012-11-14,,
2012-11-15,,
2012-11-16,,
2012-11-19,,
2012-11-20,,
2012-11-21,,
2012-11-22,,
2012-11-23,,
2012-11-26,,
2012-11-27,,
2012-11-28,,
2012-11-29,,
2012-11-30,,
2012-12-03,,
2012-12-04,,
2012-12-05,,
2012-12-06,,
2012-12-07,,
2012-12-10,,
2012-12-11,,
2012-12-12,,
2012-12-13,,
2012-12-14,71.07404771747821,高
2012-12-17,71.31491895468078,高
2012-12-18,66.82395134352961,中
2012-12-19,67.50273088534009,中
2012-12-20,76.71108951795104,高
2012-12-21,77.57449752605916,高
2012-12-24,78.08358899754373,高
2012-12-25,88.67184915646709,高
2012-12-26,86.85577241151175,高
2012-12-27,87.11369128485202,高
2012-12-28,89.43102877935826,高
2012-12-31,92.82500826993055,高
2013-01-04,94.29870989083693,高
2013-01-07,95.32583526298379,高
2013-01-08,94.03270184663913,高
2013-01-09,93.33530555063096,高
2013-01-10,94.92065914211673,高
2013-01-11,88.84671830469402,高
2013-01-14,93.77770426728415,高
2013-01-15,94.47734039034073,高
2013-01-16,89.20645961814975,高
2013-01-17,84.63406392057473,高
2013-01-18,91.55970889844525,高
2013-01-21,91.72345352299041,高
2013-01-22,92.14177039154762,高
2013-01-23,82.98544492226266,高
2013-01-24,78.25144743111605,高
2013-01-25,80.16188908454113,高
2013-01-28,89.22262652993716,高
2013-01-29,89.44591465431691,高
2013-01-30,91.0982467747271,高
2013-01-31,91.3959642739001,高
2013-02-01,90.01157790274561,高
2013-02-04,89.81806152828317,高
2013-02-05,91.42573602381741,高
2013-02-06,89.40125702944096,高
2013-02-07,83.47298991610617,高
2013-02-08,84.74084312744739,高
2013-02-18,75.306450119278,高
