date,baseline_step_nav,continuous_transition_nav,hs300_benchmark_nav
2012-12-11,0.9990002500000001,0.9874997493665276,0.8809523809523804
2012-12-12,0.9990002500000001,0.9874997493665276,0.8828725038402454
2012-12-13,0.9990002500000001,0.987495418227276,0.8759600614439321
2012-12-14,0.9985007498750001,0.9874425049041006,0.9201228878648231
2012-12-17,1.0014179056551025,0.9903273536246051,0.922811059907834
2012-12-18,0.985998653674562,0.9750788675305101,0.9086021505376343
2012-12-19,0.9884990729146492,0.9775515950052278,0.9109062980030718
2012-12-20,0.9951668575548831,0.9841455349378095,0.9170506912442393
2012-12-21,0.9909994921547371,0.9800243224799461,0.9132104454685098
2012-12-24,0.9918329652347664,0.9808485649715187,0.9139784946236558
2012-12-25,1.019337576875731,1.0080485671934183,0.9393241167434717
2012-12-26,1.022254732655833,1.0109334159139227,0.9420122887864824
2012-12-27,1.0201710499557601,1.008872809684991,0.9400921658986177
2012-12-28,1.035173565396286,1.0237091745332998,0.9539170506912443
2012-12-31,1.0518430269968704,1.040194024364754,0.969278033794163
2013-01-04,1.0543434462369579,1.042666751839472,0.9715821812596007
2013-01-07,1.0560103923970163,1.0443152368226174,0.9731182795698926
2013-01-08,1.0514262904568559,1.0397819031189677,0.9688940092165901
2013-01-09,1.0505928173768266,1.038957660627395,0.9681259600614442
2013-01-10,1.0530932366169143,1.041430388102113,0.9704301075268821
2013-01-11,1.0372572480963593,1.0257697807622317,0.9558371735791096
2013-01-14,1.0739300636176448,1.0620364503914306,0.9896313364055304
2013-01-15,1.080181111717864,1.0682182690782258,0.9953917050691249
2013-01-16,1.0722631174575863,1.060387965408285,0.9880952380952385
2013-01-17,1.0655953328173526,1.0537940254757034,0.981950844854071
2013-01-18,1.081431321337908,1.0694546328155852,0.996543778801844
2013-01-21,1.0851819501980393,1.0731637240276621,1.0000000000000004
2013-01-22,1.0835150040379808,1.0715152390445166,0.9984639016897086
2013-01-23,1.0855986867380538,1.0735758452734483,1.0003840245775735
2013-01-24,1.0785141655578054,1.0665697840950803,0.9938556067588331
2013-01-25,1.07351332707763,1.061624329145644,0.9892473118279576
2013-01-28,1.1026848848786526,1.0904728163506887,1.0161290322580652
2013-01-29,1.1110196156789447,1.0987152412664158,1.0238095238095244
2013-01-30,1.1172706637791638,1.1048970599532113,1.029569892473119
2013-01-31,1.1201878195592663,1.107781908673716,1.03225806451613
2013-02-01,1.141858119640026,1.1292122134546063,1.052227342549924
2013-02-04,1.143941802340099,1.131272819683538,1.0541474654377887
2013-02-05,1.152276533140391,1.139515244599265,1.061827956989248
2013-02-06,1.155610425460508,1.142812214565556,1.0649001536098317
2013-02-07,1.150192850440318,1.1374546383703332,1.059907834101383
2013-02-08,1.1539434793004495,1.1411637295824104,1.0633640552995398
2013-02-18,1.1368572811598505,1.12426675850517,1.0476190476190483
2013-02-19,1.1185208733992078,1.1061334236905707,1.030721966205838
2013-02-20,1.1235217118793832,1.111078878640007,1.0353302611367137
2013-02-21,1.083119521061507,1.0713523619437566,0.998463901689709
2013-02-22,1.0822196986901635,1.068961891804962,0.9953917050691252
2013-02-25,1.0826706235646177,1.070140139134574,0.996927803379417
2013-02-26,1.0782460728183054,1.064023535616114,0.9823348694316442
2013-02-27,1.078100509598475,1.0638527232408697,0.9915514592933954
2013-02-28,1.087908635458455,1.0750448019637855,1.0249615975422437
2013-03-01,1.0875784721033703,1.0738171653126563,1.0238095238095248
2013-03-04,1.0737002201825314,1.039401886610729,0.9754224270353312
2013-03-05,1.082031964804499,1.0474245353987477,1.0034562211981577
2013-03-06,1.0851625280092145,1.0513085628031495,1.0142089093702007
2013-03-07,1.0816124317418918,1.0451639539020787,1.0019201228878658
2013-03-08,1.081164696430937,1.0445044069869263,1.000384024577574
2013-03-11,1.0791476290894189,1.0412239401315884,0.9934715821812606
2013-03-12,1.0749803755855134,1.0372031333430631,0.9792626728110608
2013-03-13,1.0716486828369838,1.033988523814746,0.9685099846390176
2013-03-14,1.0716486828369838,1.033988523814746,0.9704301075268826
2013-03-15,1.0716486828369838,1.033988523814746,0.9711981566820285
2013-03-18,1.0716486828369838,1.033988523814746,0.9608294930875583
2013-03-19,1.0716486828369838,1.033988523814746,0.9692780337941638
2013-03-20,1.0715040102648008,1.033848935364031,0.9988479262672821
2013-03-21,1.072282611794751,1.0346001750748492,1.001536098310293
2013-03-22,1.0730596877672556,1.0353499428397615,1.0042242703533037
2013-03-25,1.0726165120644684,1.034922341333732,1.0026881720430119
2013-03-26,1.067847045306495,1.0303204844272271,0.9861751152073743
2013-03-27,1.0685206871341415,1.0309704529571226,0.988479262672812
2013-03-28,1.0595540799693794,1.0223189526525873,0.957757296466975
2013-03-29,1.0586081986024574,1.0214063116966927,0.9550691244239641
2013-04-01,1.0586081986024574,1.0214063116966927,0.9535330261136722
2013-04-02,1.0586081986024574,1.0214063116966927,0.955069124423964
2013-04-03,1.0586081986024574,1.0214063116966927,0.9531490015360993
2013-04-08,1.0586081986024574,1.0214063116966927,0.9485407066052237
2013-04-09,1.0586081986024574,1.0214063116966927,0.954301075268818
2013-04-10,1.0586081986024574,1.0214063116966927,0.954301075268818
2013-04-11,1.0586081986024574,1.0214063116966927,0.9500768049155155
2013-04-12,1.0586081986024574,1.0214063116966927,0.9470046082949319
2013-04-15,1.0586081986024574,1.0214063116966927,0.9374039938556077
2013-04-16,1.0586081986024574,1.0214063116966927,0.9431643625192023
2013-04-17,1.0586081986024574,1.0214063116966927,0.9454685099846403
2013-04-18,1.0586081986024574,1.0214063116966927,0.9473886328725051
2013-04-19,1.0586081986024574,1.0213455619160605,0.9742703533026127
2013-04-22,1.0586081986024574,1.021292899211713,0.9711981566820289
2013-04-23,1.0586081986024574,1.0212848161654193,0.9416282642089107
2013-04-24,1.0586081986024574,1.0212848161654193,0.9577572964669752
2013-04-25,1.0586081986024574,1.0212848161654193,0.947772657450078
2013-04-26,1.0586081986024574,1.0212848161654193,0.9389400921658998
2013-05-02,1.0586081986024574,1.0212848161654193,0.9397081413210457
2013-05-03,1.0586081986024574,1.0212848161654193,0.9566052227342563
2013-05-06,1.0586081986024574,1.0212848161654193,0.9677419354838726
2013-05-07,1.0586081986024574,1.0212848161654193,0.9700460829493104
2013-05-08,1.0586081986024574,1.0212848161654193,0.9761904761904779
2013-05-09,1.0586081986024574,1.0211414923139126,0.9711981566820294
2013-05-10,1.0586081986024574,1.0210712883815207,0.9750384024577592
2013-05-13,1.0586081986024574,1.0210469588183564,0.9711981566820295
2013-05-14,1.0586081986024574,1.0208783275803992,0.9569892473118298
2013-05-15,1.0586081986024574,1.0207673144752492,0.9615975422427054
2013-05-16,1.0586081986024574,1.0241912206324528,0.9811827956989266
2013-05-17,1.0586081986024574,1.036211765348775,0.9980798771121372
2013-05-20,1.0580788945031563,1.0416558862348535,1.0038402457757316
2013-05-21,1.0580788945031563,1.0416558862348535,1.0038402457757316
2013-05-22,1.0592932161112318,1.0428513597079616,1.0049923195084505
2013-05-23,1.0479595477691934,1.031693607292286,0.9942396313364075
2013-05-24,1.0536263819402127,1.037272483500124,0.9996159754224292
2013-05-27,1.0511977387240614,1.0348815365539075,0.9973118279569911
2013-05-28,1.0730555276694214,1.0564000590698532,1.0180491551459314
2013-05-29,1.0688778565637724,1.0527229647127898,1.0145929339477748
2013-05-30,1.0688778565637724,1.0504086794145566,1.011904761904764
2013-05-31,1.0683434176354907,1.0402995152761252,1.0003840245775752
2013-06-03,1.0698587838267242,1.0422598922183388,1.0023041474654402
2013-06-04,1.0698587838267242,1.028098971726942,0.9877112135176678
2013-06-05,1.0698587838267242,1.025669583987009,0.9850230414746568
2013-06-06,1.0698587838267242,1.0157442979042683,0.9754224270353328
2013-06-07,1.0698587838267242,1.0013930502347812,0.9577572964669766
2013-06-13,1.0698587838267242,1.0006363076129392,0.928187403993858
2013-06-14,1.0698587838267242,1.0006363076129392,0.9347158218125985
2013-06-17,1.0698587838267242,1.0006363076129392,0.928955453149004
2013-06-18,1.0698587838267242,1.0006363076129392,0.9350998463901714
2013-06-19,1.0698587838267242,1.0006363076129392,0.9297235023041498
2013-06-20,1.0698587838267242,1.0006363076129392,0.9005376344086045
2013-06-21,1.0698587838267242,1.0006363076129392,0.8963133640553017
2013-06-24,1.0698587838267242,1.0006363076129392,0.8413978494623674
2013-06-25,1.0698587838267242,1.0006363076129392,0.8417818740399405
2013-06-26,1.0698587838267242,1.0006363076129392,0.8398617511520756
2013-06-27,1.0698587838267242,1.0006363076129392,0.8402457757296486
2013-06-28,1.0698587838267242,1.0006363076129392,0.8556067588325672
2013-07-01,1.0698587838267242,1.0006363076129392,0.8590629800307237
2013-07-02,1.0698587838267242,1.0006363076129392,0.8617511520737344
2013-07-03,1.0698587838267242,1.0006363076129392,0.8598310291858694
2013-07-04,1.0698587838267242,1.0006363076129392,0.865975422427037
2013-07-05,1.0698587838267242,1.0006363076129392,0.8690476190476207
2013-07-08,1.0698587838267242,1.0006363076129392,0.8456221198156697
2013-07-09,1.0698587838267242,1.0006363076129392,0.8437019969278049
2013-07-10,1.0698587838267242,1.0006363076129392,0.8671274961597557
2013-07-11,1.0698587838267242,1.0006363076129392,0.9105222734255008
2013-07-12,1.0698587838267242,1.0006363076129392,0.8878648233486959
2013-07-15,1.0698587838267242,1.0006363076129392,0.9005376344086036
2013-07-16,1.0698587838267242,1.0006363076129392,0.905913978494625
2013-07-17,1.0698587838267242,1.0006363076129392,0.8924731182795711
2013-07-18,1.0698587838267242,1.0006363076129392,0.8786482334869443
2013-07-19,1.0698587838267242,1.0006363076129392,0.8544546850998477
2013-07-22,1.0698587838267242,1.0006363076129392,0.8598310291858692
2013-07-23,1.0698587838267242,1.0006363076129392,0.8867127496159771
2013-07-24,1.0698587838267242,1.0006363076129392,0.8801843317972367
2013-07-25,1.0698587838267242,1.0006363076129392,0.8778801843317989
2013-07-26,1.0698587838267242,1.0006363076129392,0.8698156682027668
2013-07-29,1.0698587838267242,1.0004992967081998,0.8529185867895563
2013-07-30,1.0698587838267242,1.00204818977465,0.8579109062980048
2013-07-31,1.0698587838267242,1.002861330019973,0.8598310291858693
2013-08-01,1.069323854434811,1.0151618140435852,0.8824884792626745
2013-08-02,1.0669288109714619,1.013188279029882,0.8809523809523826
2013-08-05,1.0669288109714619,1.0217150098347074,0.8936251920122904
2013-08-06,1.0669288109714619,1.0269791395869134,0.8993855606758848
2013-08-07,1.0669288109714619,1.020801852233183,0.8932411674347174
2013-08-08,1.0669288109714619,1.021072168623347,0.8936251920122903
2013-08-09,1.0669288109714619,1.0238663262615364,0.8974654377880201
2013-08-12,1.0663953465659761,1.0437424395984813,0.9243471582181277
2013-08-13,1.0663953465659761,1.0437424395984813,0.9243471582181277
2013-08-14,1.0641801505822495,1.0415742999233704,0.9224270353302629
2013-08-15,1.0512491655468439,1.028931026681866,0.9116743471582199
2013-08-16,1.0512491655468439,1.0285573567898039,0.9051459293394796
2013-08-19,1.0512491655468439,1.0318947758339783,0.9128264208909388
2013-08-20,1.0512491655468439,1.0297444513257992,0.9062980030721984
2013-08-21,1.0512491655468439,1.0295893035895514,0.9062980030721984
2013-08-22,1.0512491655468439,1.0283796498986162,0.9032258064516145
2013-08-23,1.0507235409640705,1.0244848116001228,0.8974654377880201
2013-08-26,1.0741029265567668,1.0472803658163,0.9174347158218141
2013-08-27,1.0735658750934884,1.047119577210981,0.9174347158218141
2013-08-28,1.0735658750934884,1.0437486294057232,0.9132104454685116
2013-08-29,1.0735658750934884,1.0414394357102494,0.9105222734255006
2013-08-30,1.0735658750934884,1.040051205142878,0.9089861751152087
2013-09-02,1.0730290921559418,1.040791003103682,0.9097542242703548
2013-09-03,1.0893351484318445,1.0566071601791283,0.9235791090629814
2013-09-04,1.0888822024241807,1.0561678224825881,0.9231950844854084
2013-09-05,1.0833768248794284,1.051618738960892,0.919354838709679
2013-09-06,1.0751855351820485,1.0552986191436975,0.9247311827957005
2013-09-09,1.0839942363219883,1.094117163462901,0.9589093701996945
2013-09-10,1.0983201513394594,1.1085768616584457,0.9715821812596022
2013-09-11,1.103095456345283,1.1133967610569606,0.9758064516129048
2013-09-12,1.1139484222676097,1.1243510778717674,0.9854070660522289
2013-09-13,1.1057001681666416,1.1160257970925143,0.9781105990783427
2013-09-16,1.1000566258870315,1.1103295523488146,0.973118279569894
2013-09-17,1.07738017841774,1.0880680749955298,0.9539170506912458
2013-09-18,1.070773017492219,1.0864388886729426,0.9550691244239646
2013-09-23,1.0830321484650998,1.100894921938132,0.9685099846390184
2013-09-24,1.0727257362671767,1.0904185229981975,0.9592933947772674
2013-09-25,1.0653245728376954,1.0837653048723714,0.9535330261136729
2013-09-26,1.0662971019266305,1.0677223726275342,0.9377880184331814
2013-09-27,1.0630560773007136,1.0693934085951207,0.9412442396313383
2013-09-30,1.0718135186697813,1.076592464833739,0.9473886328725057
2013-10-08,1.0647043402308585,1.0913703925428644,0.9608294930875593
2013-10-09,1.065021581272282,1.0926505868854068,0.9619815668202779
2013-10-10,1.0585051968361991,1.0829589811457014,0.9535330261136727
2013-10-11,1.049075820433841,1.0946285434279708,0.9688940092165915
2013-10-14,1.049491625356724,1.0950624033342045,0.9692780337941643
2013-10-15,1.0482442105880747,1.0937608236155028,0.9681259600614454
2013-10-16,1.0290218400666389,1.0745856582296924,0.9512288786482347
2013-10-17,1.0232086135083966,1.0685027754092957,0.9462365591397862
2013-10-18,1.0471414265940138,1.0836802090793516,0.950844854070662
2013-10-21,1.0471628678699043,1.0975791753961934,0.9711981566820292
2013-10-22,1.034637118878348,1.0852049367027081,0.9604454685099862
2013-10-23,1.0434694989924593,1.0778488627295972,0.9500768049155163
2013-10-24,1.0434694989924593,1.0778488627295972,0.9423963133640567
2013-10-25,1.0434694989924593,1.0778488627295972,0.9274193548387111
2013-10-28,1.0434694989924593,1.0778488627295972,0.92857142857143
2013-10-29,1.0429477642429632,1.0773099382982325,0.9297235023041488
2013-10-30,1.0392662258201495,1.073507103614558,0.9427803379416297
2013-10-31,1.0387465927072395,1.0729703500627508,0.9335637480798785
2013-11-01,1.0343737597490383,1.068453444647255,0.9374039938556081
2013-11-04,1.0267046058008915,1.0605316138040055,0.9347158218125975
2013-11-05,1.0267046058008915,1.0605316138040055,0.9347158218125975
2013-11-06,1.0267046058008915,1.0605316138040055,0.9239631336405544
2013-11-07,1.0267046058008915,1.0605316138040055,0.9201228878648247
2013-11-08,1.0267046058008915,1.0605316138040055,0.9062980030721979
2013-11-11,1.0267046058008915,1.0605316138040055,0.9074500768049168
2013-11-12,1.0267046058008915,1.0605316138040055,0.9166666666666681
2013-11-13,1.0267046058008915,1.0605316138040055,0.8993855606758846
2013-11-14,1.0267046058008915,1.0605316138040055,0.9020737327188955
2013-11-15,1.0267046058008915,1.0605316138040055,0.9208909370199708
2013-11-18,1.0267046058008915,1.0605316138040055,0.951228878648235
2013-11-19,1.0267046058008915,1.0605316138040055,0.9470046082949325
2013-11-20,1.026293923958571,1.060107401158484,0.9512288786482351
2013-11-21,1.0115624322271084,1.0448829153812693,0.9466205837173596
2013-11-22,1.0095156508477958,1.0427816352960915,0.9412442396313382
2013-11-25,1.0095156508477958,1.0427816352960915,0.9362519201228896
2013-11-26,1.0095156508477958,1.0427816352960915,0.9358678955453166
2013-11-27,1.0095156508477958,1.0427816352960915,0.9466205837173596
2013-11-28,1.0091118445874567,1.0423330777189854,0.956605222734257
2013-11-29,1.0101044136149198,1.0427258452025643,0.9573732718894026
2013-12-02,1.012419839204868,1.043369331550166,0.9485407066052245
2013-12-03,0.9995269824770345,1.0356513525607676,0.9569892473118295
2013-12-04,0.9985320157586833,1.0352023513138588,0.9692780337941643
2013-12-05,1.0054985181942089,1.0375914918003524,0.9692780337941643
2013-12-06,1.001855707588977,1.031153250018597,0.962749615975424
2013-12-09,1.004175968946503,1.0319803048566734,0.9623655913978508
2013-12-10,1.0108014598756347,1.0345096679589263,0.9619815668202779
2013-12-11,1.0164239138037774,1.0274322804978755,0.9470046082949324
2013-12-12,1.0124606036605945,1.0243447696124244,0.9450844854070675
2013-12-13,0.9992366284291093,1.017719564482522,0.9447004608294944
2013-12-16,0.9995683252352268,1.0034173783205484,0.929339477726576
2013-12-17,1.0085233960876039,1.0047695275562882,0.9235791090629815
2013-12-18,1.0022356374245474,0.9992122777195759,0.9243471582181277
2013-12-19,0.9959380013398623,0.9908895948307209,0.9155145929339495
2013-12-20,0.9762925267006329,0.9707069326691532,0.8959293394777282
2013-12-23,0.9762925267006329,0.9707069326691532,0.8959293394777282
2013-12-24,0.9762925267006329,0.9707069326691532,0.8970814132104471
2013-12-25,0.9762925267006329,0.9707069326691532,0.9016897081413228
2013-12-26,0.9762925267006329,0.9707069326691532,0.8894009216589879
2013-12-27,0.9762925267006329,0.9707069326691532,0.90130568356375
2013-12-30,0.9762925267006329,0.9707069326691532,0.9020737327188959
2013-12-31,0.9762925267006329,0.9707069326691532,0.9124423963133659
2014-01-02,0.9762925267006329,0.9707069326691532,0.9093701996927822
2014-01-03,0.9762925267006329,0.9707069326691532,0.8993855606758854
2014-01-06,0.9762925267006329,0.9707069326691532,0.8778801843317992
2014-01-07,0.9762925267006329,0.9707069326691532,0.8782642089093721
2014-01-08,0.9762925267006329,0.9707069326691532,0.8774961597542262
2014-01-09,0.9758043804372827,0.9702215792028187,0.8721198156682046
2014-01-10,0.9817862392967958,0.9761692144723432,0.8659754224270372
2014-01-13,0.9812953461771474,0.975681129865107,0.8598310291858697
2014-01-14,0.9841013377716082,0.9784710677364533,0.8655913978494642
2014-01-15,0.9751955213067318,0.9696162034953533,0.8655913978494642
2014-01-16,0.9751955213067318,0.9696162034953533,0.8659754224270372
2014-01-17,0.9751955213067318,0.9696162034953533,0.8536866359447023
2014-01-20,0.9747079235460785,0.9691313953936056,0.8494623655914
2014-01-21,0.9715368526276692,0.9659784669010685,0.8563748079877133
2014-01-22,0.9635235564168487,0.9580110166004271,0.8799231528453039
2014-01-23,0.9630417946386404,0.9575320110921269,0.8752134838737857
2014-01-24,0.9765386705733945,0.9709516682962209,0.879923152845304
2014-01-27,0.9828901416015142,0.9772668010981477,0.8685414528308019
2014-01-28,0.977729571391167,0.9721357556965823,0.869326397659388
2014-01-29,0.9745538358771072,0.968978189295619,0.8720737045594403
2014-01-30,0.9769356375126519,0.9713463640963412,0.8599070597163517
2014-02-07,0.9844780093585441,0.9788455842986292,0.8654016735164561
2014-02-10,0.9928143150829513,0.987134196101158,0.8905199080312194
2014-02-11,0.9983718522325561,0.992659937302844,0.8948371045884442
2014-02-12,1.000753653868101,0.9950281121035663,0.896406994245617
2014-02-13,0.9991657861110711,0.9934493289030847,0.8940521597598579
2014-02-14,1.0130596289850828,1.007263681907299,0.8971919390742035
2014-02-17,1.0304231216949804,1.0239901873301325,0.9034714977028943
2014-02-18,1.0221670350496586,1.013338449012114,0.8928747425169784
2014-02-19,1.023757956504989,1.0185744459486914,0.9046489149457737
2014-02-20,1.0208954099858294,1.0119712461795949,0.8967994666599102
2014-02-21,1.0259879513918382,1.0075638458825673,0.8865951838882875
2014-02-24,1.031392070733019,0.9992237446799888,0.8665790907593355
2014-02-25,1.0354156744608707,0.9983047823436685,0.8442081631446244
2014-02-26,1.0508755562770933,1.0132105581903004,0.845385580387504
2014-02-27,1.0314516022003006,0.9944827885368396,0.8434232183160382
2014-02-28,1.0389833394953836,1.0017445767698143,0.8520576114304882
2014-03-03,1.0507704687214654,1.0129861072715214,0.8551973907448335
2014-03-04,1.0481288928037076,1.0103330625313522,0.8532350286733676
2014-03-05,1.0405941031846118,1.003069979599799,0.8457780528017972
2014-03-06,1.0401975353099224,1.0026877120770856,0.8500952493590223
2014-03-07,1.0505083000518431,1.0126266676676323,0.8473479424589699
2014-03-10,1.035042152938962,0.997718234281812,0.8210522907013271
2014-03-11,1.047335757054329,1.0095685274859256,0.8245845424299657
2014-03-12,1.058043089670939,1.019889750599186,0.825369487258552
2014-03-13,1.0683538544128597,1.0298287061897327,0.8383210769302268
2014-03-14,1.0675607186634812,1.029064171144306,0.8312565734729497
2014-03-17,1.0794577549041589,1.0405321968257062,0.8375361321016406
2014-03-18,1.0651813114153454,1.026770566008026,0.8367511872730542
2014-03-19,1.0628019041672099,1.024476960871746,0.8316490458872428
2014-03-20,1.0497151643024643,1.0118621326222057,0.8171275665583951
2014-03-21,1.0497151643024643,1.0118621326222057,0.8473479424589698
2014-03-24,1.0469391891796396,1.0091862599632124,0.8512726666019018
2014-03-25,1.0342490171895833,0.9969536992363857,0.8500952493590221
