date,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__stressbond_511260_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap25_ecap15_evr890_evb-15_evsna_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap25_ecap10_evr890_evb-15_evsna_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap25_ecap15_evr885_evb-20_evsna_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap25_ecap10_evr885_evb-20_evsna_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap30_ecap15_evr890_evb-15_evsna_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap30_ecap10_evr890_evb-15_evsna_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap25_ecap15_evr890_evb-15_evs95_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap30_ecap15_evr890_evb-15_evs95_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap25_ecap15_evr895_evb-15_evsna_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap25_ecap10_evr895_evb-15_evsna_nav,hs300_benchmark
2014-04-11,1.0381436527761128,1.0381436527761128,1.0381436527761128,1.0381436527761128,1.0381436527761128,1.0381436527761128,1.0381436527761128,1.0381436527761128,1.0381436527761128,1.0381436527761128,1.0381436527761128,0.8885575459597539
2014-04-14,1.0463937724599637,1.0463937724599637,1.0463937724599637,1.0463937724599637,1.0463937724599637,1.0463937724599637,1.0463937724599637,1.0463937724599637,1.0463937724599637,1.0463937724599637,1.0463937724599637,0.8881650735454606
2014-04-15,1.0340693157967884,1.0340693157967884,1.0340693157967884,1.0340693157967884,1.0340693157967884,1.0340693157967884,1.0340693157967884,1.0340693157967884,1.0340693157967884,1.0340693157967884,1.0340693157967884,0.8724661769737334
2014-04-16,1.0331386534125713,1.0331386534125713,1.0331386534125713,1.0331386534125713,1.0331386534125713,1.0331386534125713,1.0331386534125713,1.0331386534125713,1.0331386534125713,1.0331386534125713,1.0331386534125713,0.8724661769737334
2014-04-17,1.031279654486053,1.031279654486053,1.031279654486053,1.031279654486053,1.031279654486053,1.031279654486053,1.031279654486053,1.031279654486053,1.031279654486053,1.031279654486053,1.031279654486053,0.8708962873165607
2014-04-18,1.0294206555595347,1.0294206555595347,1.0294206555595347,1.0294206555595347,1.0294206555595347,1.0294206555595347,1.0294206555595347,1.0294206555595347,1.0294206555595347,1.0294206555595347,1.0294206555595347,0.869326397659388
2014-04-21,1.0240276648400006,1.0240276648400006,1.0240276648400006,1.0240276648400006,1.0240276648400006,1.0240276648400006,1.0240276648400006,1.0240276648400006,1.0240276648400006,1.0240276648400006,1.0240276648400006,0.8536275010876608
2014-04-22,1.0278602830008055,1.0278602830008055,1.0278602830008055,1.0278602830008055,1.0278602830008055,1.0278602830008055,1.0278602830008055,1.0278602830008055,1.0278602830008055,1.0278602830008055,1.0278602830008055,0.8595145873020585
2014-04-23,1.0272221082034436,1.0272221082034436,1.0272221082034436,1.0272221082034436,1.0272221082034436,1.0272221082034436,1.0272221082034436,1.0272221082034436,1.0272221082034436,1.0272221082034436,1.0272221082034436,0.8571597528162997
2014-04-24,1.0265838342721327,1.0265838342721327,1.0265838342721327,1.0265838342721327,1.0265838342721327,1.0265838342721327,1.0265838342721327,1.0265838342721327,1.0265838342721327,1.0265838342721327,1.0265838342721327,0.8587296424734723
2014-04-25,1.032010006112825,1.032010006112825,1.032010006112825,1.032010006112825,1.032010006112825,1.032010006112825,1.032010006112825,1.032010006112825,1.032010006112825,1.032010006112825,1.032010006112825,0.8481328872875564
2014-04-28,1.0450794764605087,1.0450794764605087,1.0450794764605087,1.0450794764605087,1.0450794764605087,1.0450794764605087,1.0450794764605087,1.0450794764605087,1.0450794764605087,1.0450794764605087,1.0450794764605087,0.8363587148587609
2014-04-29,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,0.8438156907303314
2014-04-30,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,0.8434232183160383
2014-05-05,1.0489360777176397,1.0489360777176397,1.0489360777176397,1.0489360777176397,1.0489360777176397,1.0489360777176397,1.0489360777176397,1.0489360777176397,1.0489360777176397,1.0489360777176397,1.0489360777176397,0.8438156907303314
2014-05-06,1.0497355716793149,1.0497355716793149,1.0497355716793149,1.0497355716793149,1.0497355716793149,1.0497355716793149,1.0497355716793149,1.0497355716793149,1.0497355716793149,1.0497355716793149,1.0497355716793149,0.8426382734874519
2014-05-07,1.0493358246984774,1.0493358246984774,1.0493358246984774,1.0493358246984774,1.0493358246984774,1.0493358246984774,1.0493358246984774,1.0493358246984774,1.0493358246984774,1.0493358246984774,1.0493358246984774,0.8371436596873475
2014-05-08,1.0341454394266518,1.0341454394266518,1.0341454394266518,1.0341454394266518,1.0341454394266518,1.0341454394266518,1.0341454394266518,1.0341454394266518,1.0341454394266518,1.0341454394266518,1.0341454394266518,0.8355737700301747
2014-05-09,1.0345451864074895,1.0345451864074895,1.0345451864074895,1.0345451864074895,1.0345451864074895,1.0345451864074895,1.0345451864074895,1.0345451864074895,1.0345451864074895,1.0345451864074895,1.0345451864074895,0.8351812976158817
2014-05-12,1.036543921311677,1.036543921311677,1.036543921311677,1.036543921311677,1.036543921311677,1.036543921311677,1.036543921311677,1.036543921311677,1.036543921311677,1.036543921311677,1.036543921311677,0.8520576114304884
2014-05-13,1.037079798129369,1.037079798129369,1.037079798129369,1.037079798129369,1.037079798129369,1.037079798129369,1.037079798129369,1.037079798129369,1.037079798129369,1.037079798129369,1.037079798129369,0.8497027769447292
2014-05-14,1.0380389470756155,1.0380389470756155,1.0380389470756155,1.0380389470756155,1.0380389470756155,1.0380389470756155,1.0380389470756155,1.0380389470756155,1.0380389470756155,1.0380389470756155,1.0380389470756155,0.8497027769447292
2014-05-15,1.0427293008861316,1.0427293008861316,1.0427293008861316,1.0427293008861316,1.0427293008861316,1.0427293008861316,1.0427293008861316,1.0427293008861316,1.0427293008861316,1.0427293008861316,1.0427293008861316,0.8402834390016929
2014-05-16,1.0363370906125002,1.0363370906125002,1.0363370906125002,1.0363370906125002,1.0363370906125002,1.0363370906125002,1.0363370906125002,1.0363370906125002,1.0363370906125002,1.0363370906125002,1.0363370906125002,0.8398909665873998
2014-05-19,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,0.8285092665728977
2014-05-20,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,0.8277243217443113
2014-05-21,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,0.835573770030175
2014-05-22,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,0.8332189355444161
2014-05-23,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,0.8426382734874519
2014-05-26,1.0341050545631039,1.0341050545631039,1.0341050545631039,1.0341050545631039,1.0341050545631039,1.0341050545631039,1.0341050545631039,1.0341050545631039,1.0341050545631039,1.0341050545631039,1.0341050545631039,0.8453855803875044
2014-05-27,1.0321117911580093,1.0321117911580093,1.0321117911580093,1.0321117911580093,1.0321117911580093,1.0321117911580093,1.0321117911580093,1.0321117911580093,1.0321117911580093,1.0321117911580093,1.0321117911580093,0.842638273487452
2014-05-28,1.0177602946413278,1.0177602946413278,1.0177602946413278,1.0177602946413278,1.0177602946413278,1.0177602946413278,1.0177602946413278,1.0177602946413278,1.0177602946413278,1.0177602946413278,1.0177602946413278,0.8512726666019022
2014-05-29,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,0.8461705252160908
2014-05-30,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,0.8453855803875044
2014-06-03,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,0.842638273487452
2014-06-04,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,0.8351812976158819
2014-06-05,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,0.8449931079732114
2014-06-06,1.0233263913078319,1.0233263913078319,1.0233263913078319,1.0233263913078319,1.0233263913078319,1.0233263913078319,1.0233263913078319,1.0233263913078319,1.0233263913078319,1.0233263913078319,1.0233263913078319,0.837928604515934
2014-06-09,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,0.8371436596873477
2014-06-10,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,0.8485253597018497
2014-06-11,1.0254281862063714,1.0254281862063714,1.0254281862063714,1.0254281862063714,1.0254281862063714,1.0254281862063714,1.0254281862063714,1.0254281862063714,1.0254281862063714,1.0254281862063714,1.0254281862063714,0.846955470044677
2014-06-12,1.0254281862063714,1.0254281862063714,1.0254281862063714,1.0254281862063714,1.0254281862063714,1.0254281862063714,1.0254281862063714,1.0254281862063714,1.0254281862063714,1.0254281862063714,1.0254281862063714,0.8461705252160907
2014-06-13,1.0299676311413564,1.0299676311413564,1.0299676311413564,1.0299676311413564,1.0299676311413564,1.0299676311413564,1.0299676311413564,1.0299676311413564,1.0299676311413564,1.0299676311413564,1.0299676311413564,0.855589863159127
2014-06-16,1.0335304122553675,1.0335304122553675,1.0335304122553675,1.0335304122553675,1.0335304122553675,1.0335304122553675,1.0335304122553675,1.0335304122553675,1.0335304122553675,1.0335304122553675,1.0335304122553675,0.8610844769592313
2014-06-17,1.0273818164564315,1.0273818164564315,1.0273818164564315,1.0273818164564315,1.0273818164564315,1.0273818164564315,1.0273818164564315,1.0273818164564315,1.0273818164564315,1.0273818164564315,1.0273818164564315,0.8540199735019544
2014-06-18,1.026733626035954,1.026733626035954,1.026733626035954,1.026733626035954,1.026733626035954,1.026733626035954,1.026733626035954,1.026733626035954,1.026733626035954,1.026733626035954,1.026733626035954,0.8500952493590224
2014-06-19,1.033864846169432,1.033864846169432,1.033864846169432,1.033864846169432,1.033864846169432,1.033864846169432,1.033864846169432,1.033864846169432,1.033864846169432,1.033864846169432,1.033864846169432,0.8379286045159338
2014-06-20,1.0334513002309642,1.0334513002309642,1.0334513002309642,1.0334513002309642,1.0334513002309642,1.0334513002309642,1.0334513002309642,1.0334513002309642,1.0334513002309642,1.0334513002309642,1.0334513002309642,0.8410683838302793
2014-06-23,1.0361838288687277,1.0361838288687277,1.0361838288687277,1.0361838288687277,1.0361838288687277,1.0361838288687277,1.0361838288687277,1.0361838288687277,1.0361838288687277,1.0361838288687277,1.0361838288687277,0.8398909665873997
2014-06-24,1.0360802104858409,1.0360802104858409,1.0360802104858409,1.0360802104858409,1.0360802104858409,1.0360802104858409,1.0360802104858409,1.0360802104858409,1.0360802104858409,1.0360802104858409,1.0360802104858409,0.8469554700446768
2014-06-25,1.0334622868577485,1.0334622868577485,1.0334622868577485,1.0334622868577485,1.0334622868577485,1.0334622868577485,1.0334622868577485,1.0334622868577485,1.0334622868577485,1.0334622868577485,1.0334622868577485,0.8442081631446245
2014-06-26,1.0340912483103817,1.0340912483103817,1.0340912483103817,1.0340912483103817,1.0340912483103817,1.0340912483103817,1.0340912483103817,1.0340912483103817,1.0340912483103817,1.0340912483103817,1.0340912483103817,0.8481328872875565
2014-06-27,1.0350345470545643,1.0350345470545643,1.0350345470545643,1.0350345470545643,1.0350345470545643,1.0350345470545643,1.0350345470545643,1.0350345470545643,1.0350345470545643,1.0350345470545643,1.0350345470545643,0.8497027769447293
2014-06-30,1.033462740604975,1.033462740604975,1.033462740604975,1.033462740604975,1.033462740604975,1.033462740604975,1.033462740604975,1.033462740604975,1.033462740604975,1.033462740604975,1.033462740604975,0.8551973907448337
2014-07-01,1.036293068384494,1.036293068384494,1.036293068384494,1.036293068384494,1.036293068384494,1.036293068384494,1.036293068384494,1.036293068384494,1.036293068384494,1.036293068384494,1.036293068384494,0.855589863159127
2014-07-02,1.0381786660828434,1.0381786660828434,1.0381786660828434,1.0381786660828434,1.0381786660828434,1.0381786660828434,1.0381786660828434,1.0381786660828434,1.0381786660828434,1.0381786660828434,1.0381786660828434,0.8595145873020587
2014-07-03,1.0362939241777005,1.0362939241777005,1.0362939241777005,1.0362939241777005,1.0362939241777005,1.0362939241777005,1.0362939241777005,1.0362939241777005,1.0362939241777005,1.0362939241777005,1.0362939241777005,0.862654366616404
2014-07-04,1.035351124549942,1.035351124549942,1.035351124549942,1.035351124549942,1.035351124549942,1.035351124549942,1.035351124549942,1.035351124549942,1.035351124549942,1.035351124549942,1.035351124549942,0.862654366616404
2014-07-07,1.0296930387079994,1.0296930387079994,1.0296930387079994,1.0296930387079994,1.0296930387079994,1.0296930387079994,1.0296930387079994,1.0296930387079994,1.0296930387079994,1.0296930387079994,1.0296930387079994,0.8618694217878179
2014-07-08,1.0334702848568709,1.0334702848568709,1.0334702848568709,1.0334702848568709,1.0334702848568709,1.0334702848568709,1.0334702848568709,1.0334702848568709,1.0334702848568709,1.0334702848568709,1.0334702848568709,0.8630468390306971
2014-07-09,1.0347282174972443,1.0347282174972443,1.0347282174972443,1.0347282174972443,1.0347282174972443,1.0347282174972443,1.0347282174972443,1.0347282174972443,1.0347282174972443,1.0347282174972443,1.0347282174972443,0.8520576114304883
2014-07-10,1.038500868802969,1.038500868802969,1.038500868802969,1.038500868802969,1.038500868802969,1.038500868802969,1.038500868802969,1.038500868802969,1.038500868802969,1.038500868802969,1.038500868802969,0.851272666601902
2014-07-11,1.046039325015074,1.046039325015074,1.046039325015074,1.046039325015074,1.046039325015074,1.046039325015074,1.046039325015074,1.046039325015074,1.046039325015074,1.046039325015074,1.046039325015074,0.8536275010876611
2014-07-14,1.033811364377955,1.033811364377955,1.033811364377955,1.033811364377955,1.033811364377955,1.033811364377955,1.033811364377955,1.033811364377955,1.033811364377955,1.033811364377955,1.033811364377955,0.8654016735164564
2014-07-15,1.027522017674515,1.027522017674515,1.027522017674515,1.027522017674515,1.027522017674515,1.027522017674515,1.027522017674515,1.027522017674515,1.027522017674515,1.027522017674515,1.027522017674515,0.8642242562735768
2014-07-16,1.0215379814030006,1.0215379814030006,1.0215379814030006,1.0215379814030006,1.0215379814030006,1.0215379814030006,1.0215379814030006,1.0215379814030006,1.0215379814030006,1.0215379814030006,1.0215379814030006,0.8638317838592836
2014-07-17,1.0256383268320206,1.0256383268320206,1.0256383268320206,1.0256383268320206,1.0256383268320206,1.0256383268320206,1.0256383268320206,1.0256383268320206,1.0256383268320206,1.0256383268320206,1.0256383268320206,0.8602995321306453
2014-07-18,1.0306798669946355,1.0306798669946355,1.0306798669946355,1.0306798669946355,1.0306798669946355,1.0306798669946355,1.0306798669946355,1.0306798669946355,1.0306798669946355,1.0306798669946355,1.0306798669946355,0.8646167286878699
2014-07-21,1.0306798669946355,1.0306798669946355,1.0306798669946355,1.0306798669946355,1.0306798669946355,1.0306798669946355,1.0306798669946355,1.0306798669946355,1.0306798669946355,1.0306798669946355,1.0306798669946355,0.8642242562735768
2014-07-22,1.0269033300774033,1.0269033300774033,1.0269033300774033,1.0269033300774033,1.0269033300774033,1.0269033300774033,1.0269033300774033,1.0269033300774033,1.0269033300774033,1.0269033300774033,1.0269033300774033,0.8744285390451992
2014-07-23,1.025958327012915,1.025958327012915,1.025958327012915,1.025958327012915,1.025958327012915,1.025958327012915,1.025958327012915,1.025958327012915,1.025958327012915,1.025958327012915,1.025958327012915,0.8759984287023718
2014-07-24,1.021232223395197,1.021232223395197,1.021232223395197,1.021232223395197,1.021232223395197,1.021232223395197,1.021232223395197,1.021232223395197,1.021232223395197,1.021232223395197,1.021232223395197,0.8948371045884441
2014-07-25,1.0319482639442499,1.0319482639442499,1.0319482639442499,1.0319482639442499,1.0319482639442499,1.0319482639442499,1.0319482639442499,1.0319482639442499,1.0319482639442499,1.0319482639442499,1.0319482639442499,0.9050413873600669
2014-07-28,1.0596936205637397,1.0596936205637397,1.0596936205637397,1.0596936205637397,1.0596936205637397,1.0596936205637397,1.0596936205637397,1.0596936205637397,1.0596936205637397,1.0596936205637397,1.0596936205637397,0.9293746770462439
2014-07-29,1.0623786550753032,1.0623786550753032,1.0623786550753032,1.0623786550753032,1.0623786550753032,1.0623786550753032,1.0623786550753032,1.0623786550753032,1.0623786550753032,1.0623786550753032,1.0623786550753032,0.9317295115320029
2014-07-30,1.0587986090598853,1.0587986090598853,1.0587986090598853,1.0587986090598853,1.0587986090598853,1.0587986090598853,1.0587986090598853,1.0587986090598853,1.0587986090598853,1.0587986090598853,1.0587986090598853,0.9285897322176576
2014-07-31,1.0731187931215576,1.0731187931215576,1.0731187931215576,1.0731187931215576,1.0731187931215576,1.0731187931215576,1.0731187931215576,1.0731187931215576,1.0731187931215576,1.0731187931215576,1.0731187931215576,0.9411488494750393
2014-08-01,1.0601411263156673,1.0601411263156673,1.0601411263156673,1.0601411263156673,1.0601411263156673,1.0601411263156673,1.0601411263156673,1.0601411263156673,1.0601411263156673,1.0601411263156673,1.0601411263156673,0.9297671494605372
2014-08-04,1.082963919663957,1.082963919663957,1.082963919663957,1.082963919663957,1.082963919663957,1.082963919663957,1.082963919663957,1.082963919663957,1.082963919663957,1.082963919663957,1.082963919663957,0.9497832425894891
2014-08-05,1.0798313794004664,1.0798313794004664,1.0798313794004664,1.0798313794004664,1.0798313794004664,1.0798313794004664,1.0798313794004664,1.0798313794004664,1.0798313794004664,1.0798313794004664,1.0798313794004664,0.9470359356894368
2014-08-06,1.0731187931215578,1.0731187931215578,1.0731187931215578,1.0731187931215578,1.0731187931215578,1.0731187931215578,1.0731187931215578,1.0731187931215578,1.0731187931215578,1.0731187931215578,1.0731187931215578,0.9411488494750393
2014-08-07,1.061483643571449,1.061483643571449,1.061483643571449,1.061483643571449,1.061483643571449,1.061483643571449,1.061483643571449,1.061483643571449,1.061483643571449,1.061483643571449,1.061483643571449,0.9309445667034165
2014-08-08,1.0619311493233765,1.0619311493233765,1.0619311493233765,1.0619311493233765,1.0619311493233765,1.0619311493233765,1.0619311493233765,1.0619311493233765,1.0619311493233765,1.0619311493233765,1.0619311493233765,0.9313370391177098
2014-08-11,1.0766988391369758,1.0766988391369758,1.0766988391369758,1.0766988391369758,1.0766988391369758,1.0766988391369758,1.0766988391369758,1.0766988391369758,1.0766988391369758,1.0766988391369758,1.0766988391369758,0.9442886287893847
2014-08-12,1.0722237816177032,1.0722237816177032,1.0722237816177032,1.0722237816177032,1.0722237816177032,1.0722237816177032,1.0722237816177032,1.0722237816177032,1.0722237816177032,1.0722237816177032,1.0722237816177032,0.9403639046464528
2014-08-13,1.0753563218811941,1.0753563218811941,1.0753563218811941,1.0753563218811941,1.0753563218811941,1.0753563218811941,1.0753563218811941,1.0753563218811941,1.0753563218811941,1.0753563218811941,1.0753563218811941,0.9431112115465051
2014-08-14,1.0623786550753038,1.0623786550753038,1.0623786550753038,1.0623786550753038,1.0623786550753038,1.0623786550753038,1.0623786550753038,1.0623786550753038,1.0623786550753038,1.0623786550753038,1.0623786550753038,0.931729511532003
2014-08-15,1.0758038276331214,1.0758038276331214,1.0758038276331214,1.0758038276331214,1.0758038276331214,1.0758038276331214,1.0758038276331214,1.0758038276331214,1.0758038276331214,1.0758038276331214,1.0758038276331214,0.9435036839607982
2014-08-18,1.0793838736485397,1.0793838736485397,1.0793838736485397,1.0793838736485397,1.0793838736485397,1.0793838736485397,1.0793838736485397,1.0793838736485397,1.0793838736485397,1.0793838736485397,1.0793838736485397,0.9466434632751438
2014-08-19,1.0802788851523943,1.0802788851523943,1.0802788851523943,1.0802788851523943,1.0802788851523943,1.0802788851523943,1.0802788851523943,1.0802788851523943,1.0802788851523943,1.0802788851523943,1.0802788851523943,0.9474284081037303
2014-08-20,1.076251333385049,1.076251333385049,1.076251333385049,1.076251333385049,1.076251333385049,1.076251333385049,1.076251333385049,1.076251333385049,1.076251333385049,1.076251333385049,1.076251333385049,0.9438961563750916
2014-08-21,1.0722237816177036,1.0722237816177036,1.0722237816177036,1.0722237816177036,1.0722237816177036,1.0722237816177036,1.0722237816177036,1.0722237816177036,1.0722237816177036,1.0722237816177036,1.0722237816177036,0.9403639046464529
2014-08-22,1.0775938506408307,1.0775938506408307,1.0775938506408307,1.0775938506408307,1.0775938506408307,1.0775938506408307,1.0775938506408307,1.0775938506408307,1.0775938506408307,1.0775938506408307,1.0775938506408307,0.9450735736179711
2014-08-25,1.0681962298503582,1.0681962298503582,1.0681962298503582,1.0681962298503582,1.0681962298503582,1.0681962298503582,1.0681962298503582,1.0681962298503582,1.0681962298503582,1.0681962298503582,1.0681962298503582,0.9368316529178143
2014-08-26,1.0614836435714494,1.0614836435714494,1.0614836435714494,1.0614836435714494,1.0614836435714494,1.0614836435714494,1.0614836435714494,1.0614836435714494,1.0614836435714494,1.0614836435714494,1.0614836435714494,0.9309445667034167
2014-08-27,1.0610361378195223,1.0610361378195223,1.0610361378195223,1.0610361378195223,1.0610361378195223,1.0610361378195223,1.0610361378195223,1.0610361378195223,1.0610361378195223,1.0610361378195223,1.0610361378195223,0.9305520942891238
2014-08-28,1.0561135745483226,1.0561135745483226,1.0561135745483226,1.0561135745483226,1.0561135745483226,1.0561135745483226,1.0561135745483226,1.0561135745483226,1.0561135745483226,1.0561135745483226,1.0561135745483226,0.9262348977318988
2014-08-29,1.0561557776913209,1.0561557776913209,1.0561557776913209,1.0561557776913209,1.0561557776913209,1.0561557776913209,1.0561557776913209,1.0561557776913209,1.0561557776913209,1.0561557776913209,1.0561557776913209,0.9352617632606419
2014-09-01,1.0560079143012322,1.0560079143012322,1.0560079143012322,1.0560079143012322,1.0560079143012322,1.0560079143012322,1.0560079143012322,1.0560079143012322,1.0560079143012322,1.0560079143012322,1.0560079143012322,0.9395789598178669
2014-09-02,1.0564244028732077,1.0564244028732077,1.0564244028732077,1.0564244028732077,1.0564244028732077,1.0564244028732077,1.0564244028732077,1.0564244028732077,1.0564244028732077,1.0564244028732077,1.0564244028732077,0.9537079667324214
2014-09-03,1.0569320630624202,1.0569320630624202,1.0569320630624202,1.0569320630624202,1.0569320630624202,1.0569320630624202,1.0569320630624202,1.0569320630624202,1.0569320630624202,1.0569320630624202,1.0569320630624202,0.9627348322611643
2014-09-04,1.0589737510569415,1.0589737510569415,1.0589737510569415,1.0589737510569415,1.0589737510569415,1.0589737510569415,1.0589737510569415,1.0589737510569415,1.0589737510569415,1.0589737510569415,1.0589737510569415,0.9717616977899074
2014-09-05,1.0606380883380881,1.0606380883380881,1.0606380883380881,1.0606380883380881,1.0606380883380881,1.0606380883380881,1.0606380883380881,1.0606380883380881,1.0606380883380881,1.0606380883380881,1.0606380883380881,0.9811810357329436
2014-09-09,1.0574069129491888,1.0574069129491888,1.0574069129491888,1.0574069129491888,1.0574069129491888,1.0574069129491888,1.0574069129491888,1.0574069129491888,1.0574069129491888,1.0574069129491888,1.0574069129491888,0.9788262012471846
2014-09-10,1.0528742033680107,1.0528742033680107,1.0528742033680107,1.0528742033680107,1.0528742033680107,1.0528742033680107,1.0528742033680107,1.0528742033680107,1.0528742033680107,1.0528742033680107,1.0528742033680107,0.9725466426184938
2014-09-11,1.0485423562321181,1.0485423562321181,1.0485423562321181,1.0485423562321181,1.0485423562321181,1.0485423562321181,1.0485423562321181,1.0485423562321181,1.0485423562321181,1.0485423562321181,1.0485423562321181,0.9670520288183891
2014-09-12,1.047135081851659,1.047135081851659,1.047135081851659,1.047135081851659,1.047135081851659,1.047135081851659,1.047135081851659,1.047135081851659,1.047135081851659,1.047135081851659,1.047135081851659,0.9749014771042528
2014-09-15,1.044830727492481,1.044830727492481,1.044830727492481,1.044830727492481,1.044830727492481,1.044830727492481,1.044830727492481,1.044830727492481,1.044830727492481,1.044830727492481,1.044830727492481,0.9721541702042007
2014-09-16,1.0397520993297806,1.0397520993297806,1.0397520993297806,1.0397520993297806,1.0397520993297806,1.0397520993297806,1.0397520993297806,1.0397520993297806,1.0397520993297806,1.0397520993297806,1.0397520993297806,0.9552778563895942
2014-09-17,1.0409124725654046,1.0409124725654046,1.0409124725654046,1.0409124725654046,1.0409124725654046,1.0409124725654046,1.0409124725654046,1.0409124725654046,1.0409124725654046,1.0409124725654046,1.0409124725654046,0.9584176357039395
2014-09-18,1.0361302844901281,1.0361302844901281,1.0361302844901281,1.0361302844901281,1.0361302844901281,1.0361302844901281,1.0361302844901281,1.0361302844901281,1.0361302844901281,1.0361302844901281,1.0361302844901281,0.9623423598468712
