date,nav,strategy_return,current_momentum,signal,holding,exposure,trade_cost_rate,turnover,drawdown,holding_for_return,exposure_for_return,weight_510300,weight_159949,weight_159954,weight_159941,weight_518880,weight_513880,weight_512890,weight_159985,weight_511260,return_weight_510300,return_weight_159949,return_weight_159954,return_weight_159941,return_weight_518880,return_weight_513880,return_weight_512890,return_weight_159985,return_weight_511260,effective_momentum,signal_asset_momentum,base_target_exposure,target_exposure,asset_momentum_percentile,asset_momentum_percentile_cap,asset_momentum_percentile_cap_triggered,asset_momentum_percentile_cap_code,boll_hot_cap_triggered,boll_extreme_hot_cap_triggered,extra_cap_triggered,extra_cap_reason,ma_trend_triggered,target_weight_510300,target_weight_159949,target_weight_159954,target_weight_159941,target_weight_518880,target_weight_513880,target_weight_512890,target_weight_159985,target_weight_511260
2012-06-15,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-18,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-19,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-20,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-21,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-25,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-26,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-27,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-28,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-29,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-02,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-03,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-04,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-05,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-06,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-09,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-10,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-11,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-12,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-13,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-16,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-17,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-18,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-19,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-20,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-23,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-24,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-25,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-26,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-27,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-30,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-31,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-02,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-03,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-06,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-07,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-08,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-09,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-10,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-13,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-14,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-15,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-16,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-17,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-20,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-21,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-22,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-23,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-24,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-27,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-28,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-29,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-30,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-31,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-03,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-04,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-05,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-06,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-07,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-10,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,False,,False,False,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
