date,hs300_benchmark_nav,baseline_nav,tie_r2_gap003_nav,tie_r2_gap005_nav,tie_downvol_gap003_nav,tie_downvol_gap005_nav,overheat_r2_rank35_cap20_nav,overheat_downvol_rank35_cap20_nav,combo_tie_r2_overheat_downvol_nav,combo_tie_downvol_overheat_r2_nav
2015-12-01,1.4421944286132136,1.5195306691840043,1.5195306691840043,1.5195306691840043,1.4983529938626068,1.5056902059955954,1.5195306691840043,1.5172368070332498,1.5172368070332498,1.5056902059955954
2015-12-02,1.504053744220489,1.513778505035654,1.513778505035654,1.513778505035654,1.4926809975365978,1.4999904347457655,1.513778505035654,1.5114933262710875,1.5114933262710875,1.4999904347457655
2015-12-03,1.507226016815734,1.5169712885949174,1.5169712885949174,1.5169712885949174,1.4958292833210147,1.503154137218206,1.5169712885949174,1.5146812900491442,1.5146812900491442,1.503154137218206
2015-12-04,1.4786755634585298,1.486896823948643,1.486896823948643,1.486896823948643,1.4661739660211286,1.4733536022327733,1.486896823948643,1.4846522253921925,1.4846522253921925,1.4733536022327733
2015-12-07,1.4818478360537746,1.5071667421424653,1.5071667421424653,1.5071667421424653,1.4861613826800983,1.493438894303357,1.5071667421424653,1.5048915444022757,1.5048915444022757,1.493438894303357
2015-12-08,1.4596419278870603,1.4845814230201806,1.4845814230201806,1.4845814230201806,1.4638908347994224,1.4710592908564777,1.4845814230201806,1.4823403197604432,1.4823403197604432,1.4710592908564777
2015-12-09,1.4616245982590883,1.4852600311979511,1.4852600311979511,1.4852600311979511,1.4645599852255655,1.471731718012901,1.4852600311979511,1.4830179035208422,1.4830179035208422,1.471731718012901
2015-12-10,1.458848859738249,1.4847274413167506,1.4847274413167506,1.4847274413167506,1.4640348180412623,1.471203979162874,1.4847274413167506,1.482486117629844,1.482486117629844,1.471203979162874
2015-12-11,1.4517112463989479,1.4847274413167506,1.4847274413167506,1.4847274413167506,1.4640348180412623,1.471203979162874,1.4847274413167506,1.482486117629844,1.482486117629844,1.471203979162874
2015-12-14,1.4961230627323765,1.490522645444828,1.490522645444828,1.490522645444828,1.4697492544994697,1.476946398367928,1.490522645444828,1.4882725733991846,1.4882725733991846,1.476946398367928
2015-12-15,1.4818478360537741,1.490522645444828,1.490522645444828,1.490522645444828,1.4697492544994697,1.476946398367928,1.490522645444828,1.4882725733991846,1.4882725733991846,1.476946398367928
2015-12-16,1.4822443701281798,1.48992643638665,1.48992643638665,1.48992643638665,1.46916135479767,1.476355619808581,1.48992643638665,1.487677264369825,1.487677264369825,1.476355619808581
2015-12-17,1.5100017553365728,1.490461659174755,1.490461659174755,1.490461659174755,1.4696891181940952,1.4768859675839952,1.490461659174755,1.4882116791931284,1.4882116791931284,1.4768859675839952
2015-12-18,1.5155532323782512,1.4845747370020719,1.4845747370020719,1.4845747370020719,1.4638842419642442,1.4710526657371643,1.4845747370020719,1.4823336438354535,1.4823336438354535,1.4710526657371643
2015-12-21,1.5552066398188127,1.4958245590957278,1.4958245590957278,1.4958245590957278,1.4749772754622141,1.4822000201730616,1.4958245590957278,1.4935664833557223,1.4935664833557223,1.4822000201730616
2015-12-22,1.5571893101908407,1.5017062642431998,1.5017062642431998,1.5017062642431998,1.4807770073764535,1.488028152513331,1.5017062642431998,1.499439309563734,1.499439309563734,1.488028152513331
2015-12-23,1.555206639818813,1.4990353771569513,1.4990353771569513,1.4990353771569513,1.478143344402018,1.4853815928823604,1.4990353771569513,1.4967724544111085,1.4967724544111085,1.4853815928823604
2015-12-24,1.5365695383217493,1.4995697926211786,1.4994198356419166,1.4994198356419166,1.4785224446950531,1.4857625495732412,1.4995697926211786,1.4973060631292587,1.497156332522946,1.4857625495732412
2015-12-25,1.5445002198098614,1.5022416318953364,1.5026090248246293,1.5026090248246293,1.4816671861976896,1.4889226904080797,1.5022416318953364,1.4999738690323843,1.5003407073504726,1.4889226904080797
2015-12-28,1.4981057331044045,1.4988869460623184,1.499253518559113,1.499253518559113,1.4783584455708478,1.4855977473696755,1.4988869460623184,1.4966242473859708,1.4969902665100743,1.4855977473696755
2015-12-29,1.511984425708601,1.5014086029245173,1.50177579212563,1.50177579212563,1.480845566249867,1.488097047109368,1.5014086029245173,1.4991420975903966,1.49950873248785,1.488097047109368
2015-12-30,1.5115878916341954,1.499655695022875,1.5000224555273285,1.5000224555273285,1.479264592335721,1.4865083314007101,1.499655695022875,1.4973918358538965,1.4977580427018453,1.4865083314007101
2015-12-31,1.4981057331044045,1.490822622779478,1.4911872230400551,1.4913363566757227,1.4724118744024064,1.479622056725179,1.490822622779478,1.4885720978922647,1.4890850562630373,1.479622056725179
2016-01-04,1.4017479530238408,1.5008250807572814,1.5011921272503808,1.5040314242280697,1.4822908081365016,1.4895493661309296,1.5008250807572814,1.4985594563000264,1.5017609595197567,1.4895493661309296
2016-01-05,1.3985756804285958,1.513493084548658,1.5138632291685317,1.516726491780417,1.4948023698222386,1.502122195076504,1.513493084548658,1.5112083366508486,1.5144368627764764,1.502122195076504
2016-01-06,1.4203850545209045,1.5261610883400347,1.5265343310866826,1.5294215593327645,1.5073139315079755,1.5146950240220785,1.5261610883400347,1.5238572170016709,1.527112766033196,1.5146950240220785
2016-01-07,1.3815247152291545,1.5594979404226041,1.5598793361344474,1.562829631838941,1.5402390938388617,1.547781415984116,1.5594979404226041,1.5571437442406761,1.5604704061824575,1.547781415984116
2016-01-08,1.3513881255743279,1.5588312033809528,1.5592124360334922,1.5621614703888176,1.539580590592244,1.5471196881448752,1.5588312033809528,1.556478013695896,1.5598032533794723,1.5471196881448752
2016-01-11,1.2819946625533458,1.5648318367558154,1.56521453694209,1.5681749234399294,1.5455071198118036,1.553075238698042,1.5648318367558154,1.562469588598917,1.5658076286063396,1.553075238698042
2016-01-12,1.291114946264675,1.545496462547925,1.5458744340143864,1.548798241386347,1.5264105256598897,1.5338851313600603,1.545496462547925,1.543163402800294,1.546460197319768,1.5338851313600603
2016-01-13,1.2732709129164224,1.5334951957982,1.5338702321971909,1.5367713352841232,1.5145574672207704,1.5219740302537268,1.5334951957982,1.531180252994252,1.5344514468660337,1.5219740302537268
2016-01-14,1.2946837529343256,1.5448297255062737,1.5452075339134312,1.5481300799362234,1.525752022413272,1.5332234035208196,1.5448297255062737,1.542497672255514,1.545793044516783,1.5332234035208196
2016-01-15,1.2566164817913867,1.5361621439648054,1.5365378326010122,1.5394439810846174,1.5171914802072413,1.5246209416106897,1.5361621439648054,1.5338431751733723,1.5371200580779747,1.5246209416106897
2016-01-18,1.2574095499401978,1.5421627773396682,1.5425399335096102,1.5454574341357297,1.523118009426801,1.5305764921638567,1.5421627773396682,1.5398347500763936,1.5431244333048422,1.5305764921638567
2016-01-19,1.2934941507111088,1.5408293032563654,1.5412061333076994,1.5441211112354825,1.5218010029335656,1.5292530364853751,1.5408293032563654,1.5385032889868333,1.5417901276988715,1.5292530364853751
2016-01-20,1.2768397195860732,1.5528305700060905,1.553210335124895,1.556148017337706,1.5336540613726846,1.5411641375917087,1.5528305700060905,1.5504864387928754,1.5537988781526058,1.5411641375917087
2016-01-21,1.24017439472576,1.5668320478807698,1.5672152372449561,1.5701794077903002,1.5474826295516568,1.5550604222157645,1.5668320478807698,1.5644667802332577,1.5678090870152956,1.5550604222157645
2016-01-22,1.2522618644599293,1.5568309922559989,1.5572117357306265,1.5601569860384472,1.537605080852391,1.5451345046271532,1.5568309922559989,1.554480822061556,1.557801794970517,1.5451345046271532
2016-01-25,1.257096852353597,1.5594979404226044,1.5598793361344478,1.5628296318389414,1.540239093838862,1.5477814159841161,1.5594979404226044,1.5571437442406766,1.560470406182458,1.5477814159841161
2016-01-26,1.1861836965798043,1.58616742208866,1.5865553401726598,1.5895560898438827,1.566579223703571,1.5742505295537461,1.58616742208866,1.583772966031881,1.5871565183018672,1.5742505295537461
2016-01-27,1.1732903955300238,1.5835004739220544,1.5838877397688385,1.5868834440433885,1.5639452107171001,1.5716036181967832,1.5835004739220544,1.5811100438527603,1.5844879070899263,1.5716036181967832
2016-01-28,1.1479067090882686,1.574166155338935,1.5745511383554645,1.5775291837416592,1.5547261652644522,1.5623394284474128,1.574166155338935,1.571789816225839,1.5751477678481332,1.5623394284474128
2016-01-29,1.1805428773705255,1.5754996294222374,1.5758849385573748,1.578865506641906,1.5560431717576872,1.563662884125894,1.5754996294222374,1.5731212773153989,1.5764820734541034,1.563662884125894
2016-02-01,1.167649576320745,1.5888343702552654,1.5892229405764808,1.5922287356443767,1.569213236690042,1.576897440910709,1.5888343702552654,1.5864358882110012,1.5898251295138082,1.576897440910709
2016-02-02,1.1926303471046946,1.5928347925051736,1.5932243411822125,1.5962377043451177,1.573164256169748,1.5808678079461533,1.5928347925051736,1.5904302714796816,1.5938280463317194,1.5808678079461533
2016-02-03,1.1869895278954157,1.599502162921688,1.5998933421917658,1.6029193188463533,1.5797492886359257,1.5874850863385612,1.599502162921688,1.597087576927483,1.600499574361572,1.5874850863385612
2016-02-04,1.2027032385498357,1.6141703778380183,1.6145651444127822,1.6176188707490706,1.5942363600615155,1.6020430988018575,1.6141703778380183,1.6117336489126453,1.6151769360272468,1.6020430988018575
2016-02-05,1.1886011905266383,1.6341724890875604,1.6345721474414414,1.6376637142527768,1.6139914574600476,1.6218949339790802,1.6341724890875604,1.6317055652560488,1.6351915201168041,1.6218949339790802
2016-02-15,1.184169118290776,1.698179245086094,1.6985945571331502,1.7018072134646358,1.6772077691353493,1.6854208065461922,1.698179245086094,1.6956156975549392,1.6992381892033863,1.6854208065461922
2016-02-16,1.217611117888644,1.6748434486282953,1.6752530535997145,1.678421562710312,1.6541601555037289,1.6622603321727658,1.6748434486282953,1.6723151284876352,1.675887841098903,1.6622603321727658
2016-02-17,1.2301015032806188,1.6888449265029744,1.6892579557197758,1.692452953162906,1.667988723682701,1.6761566167968214,1.6888449265029744,1.6862954699280173,1.6898980499615928,1.6761566167968214
2016-02-18,1.228489840649396,1.6915118746695799,1.691925556123597,1.6951255989634002,1.6706227366691717,1.6788035281537843,1.6915118746695799,1.6889583921071378,1.6925666611735337,1.6788035281537843
2016-02-19,1.2252665153869509,1.7161811452106814,1.7166008598589433,1.719847572617971,1.6949873567940277,1.703287458205692,1.7161811452106814,1.713590422264002,1.7172513148839874,1.703287458205692
2016-02-22,1.2506502018287062,1.7035131414193052,1.7039297579407928,1.7071525050656242,1.6824757951082912,1.690714629260118,1.7035131414193052,1.7009415419131801,1.7045754116272682,1.690714629260118
2016-02-23,1.2409802260413711,1.7048466155026079,1.7052635581427034,1.7084888279658712,1.6837928016015264,1.6920380849385994,1.7048466155026079,1.7022730030027402,1.7059097172332385,1.6920380849385994
2016-02-24,1.2502472861709009,1.7181813563356356,1.7186015601618092,1.7218520569683418,1.696962866533881,1.7052726417234143,1.7181813563356356,1.7155876138983424,1.719252773292943,1.7052726417234143
2016-02-25,1.170469985925384,1.742850626876737,1.7432768638971552,1.7465740306229125,1.7213274866587367,1.729756571775322,1.742850626876737,1.7402196440552065,1.7439374270033965,1.729756571775322
2016-02-26,1.181751624343942,1.7415171527934343,1.7419430636952449,1.7452377077226657,1.7200104801655014,1.7284331160968407,1.7415171527934343,1.7388881829656464,1.7426031213974262,1.7284331160968407
2016-02-29,1.153950443955353,1.7248487267521495,1.7252705611713623,1.7285336714695774,1.703547899000058,1.711889920115822,1.7248487267521495,1.7222449193461435,1.7259243013227954,1.711889920115822
2016-03-01,1.175707889476858,1.7508514713765537,1.751279665108619,1.754591968024395,1.7292295256181494,1.737697305846211,1.7508514713765537,1.7482084105925677,1.7519432606392193,1.737697305846211
2016-03-02,1.228489840649397,1.7300096048230522,1.730432701402807,1.7337055751742587,1.7086450433805027,1.717012024455465,1.7300096048230522,1.727398006628014,1.7310883975943026,1.717012024455465
2016-03-03,1.2256694310447573,1.7417430032989232,1.7421689694354423,1.7454640407322803,1.7202335415552603,1.7286572697851048,1.7417430032989232,1.7391136925303847,1.7428291127379092,1.7286572697851048
2016-03-04,1.240577310383566,1.759845949301877,1.760276342751699,1.7636056616371019,1.7381129272374547,1.7466242081642238,1.759845949301877,1.7571893105803755,1.7609433473066791,1.7466242081642238
2016-03-07,1.2502472861709015,1.7587838016146333,1.7592139353022826,1.7625412447911497,1.7370638964250895,1.7455700404037324,1.7587838016146333,1.7561287662963587,1.759880537289444,1.7455700404037324
2016-03-08,1.2458152139350394,1.7656888040822787,1.7661206264790075,1.7694609990175856,1.7438836263317794,1.7524231655151705,1.7656888040822787,1.7630233450692854,1.7667898455521132,1.7524231655151705
2016-03-09,1.2272810936759797,1.7508310170005945,1.7512592057302734,1.7545714699499695,1.7292093238412338,1.7376770051441939,1.7508310170005945,1.748187987094247,1.7519227935083987,1.7376770051441939
2016-03-10,1.2107615517059485,1.74075471196901,1.7411804364058991,1.7444736380294346,1.719257455019345,1.7276764034983545,1.74075471196901,1.738126893111179,1.7418402051330695,1.7276764034983545
2016-03-11,1.2083440577591147,1.735715444310145,1.7361399363279162,1.7394236045437168,1.7142804192366632,1.7226749959104435,1.735715444310145,1.7330952326599767,1.7367977951069553,1.7226749959104435
2016-03-14,1.2345335755164812,1.7200236469629397,1.7204443013454924,1.7236982834417354,1.6987824059977275,1.7071010912018476,1.7200236469629397,1.7174271234295972,1.721096212728789,1.7071010912018476
2016-03-15,1.2305044189384249,1.7128670237691825,1.7132859279055013,1.7165263709298928,1.6917141627271326,1.6999982357934613,1.7128670237691825,1.7102813037736722,1.7139351268353182,1.6999982357934613
2016-03-16,1.2385627320945376,1.7229897215768386,1.7234111013519102,1.726670694739432,1.7017118514026583,1.7100448816659577,1.7229897215768386,1.7203887204989288,1.7240641369161491,1.7100448816659577
2016-03-17,1.2587085149848196,1.736821518647004,1.7372462811697875,1.7405320418836159,1.7153728342313637,1.7237727602991697,1.736821518647004,1.734199637282556,1.7379045591654183,1.7237727602991697
2016-03-18,1.2764368039282679,1.7352583792802216,1.7356827595167348,1.7389655630459206,1.7138289986805555,1.7222213648149005,1.7352583792802216,1.7326388576090017,1.7363404450621693,1.7222213648149005
2016-03-21,1.3046408999746626,1.7733345382306,1.7737682304920739,1.7758788946412627,1.7514349403355365,1.758779264333418,1.7733345382306,1.7706575373247495,1.7731980528107196,1.758779264333418
2016-03-22,1.2957767555029385,1.7635768443451993,1.7640081502344254,1.7653940589136454,1.7417977480068734,1.7483953852731284,1.7635768443451993,1.7609145735169551,1.7627290448438184,1.7483953852731284
2016-03-23,1.2981942494497725,1.7489086657399409,1.7493363843333611,1.7507107660093193,1.727310712443936,1.733853475253144,1.7489086657399409,1.74626853778805,1.7480679176321794,1.733853475253144
2016-03-24,1.2780484665594904,1.7293100005363182,1.7297329260186527,1.7310919060633783,1.7079540787791945,1.7144235219117858,1.7293100005363182,1.7266994584540827,1.728478674041593,1.7144235219117858
2016-03-25,1.2832863701109638,1.737499313877453,1.7379242421639658,1.7392896577890138,1.716042259104905,1.7225423389058432,1.737499313877453,1.734876409322847,1.7366640505563913,1.7225423389058432
2016-03-28,1.2711989003767945,1.7331368205040456,1.7335606818854843,1.7349226692406223,1.7117336398588197,1.7182173993338552,1.7331368205040456,1.7305205015081486,1.732303654352562,1.7182173993338552
2016-03-29,1.260723093273848,1.7364107507434867,1.7368354128075822,1.7381999729841704,1.7149671390604422,1.7214631464872605,1.7364107507434867,1.7337894894684949,1.7355760107244207,1.7214631464872605
2016-03-30,1.2953738398451327,1.748954903791653,1.7493826336931961,1.750757051705375,1.7273563794839646,1.7338993152722486,1.748954903791653,1.7463147060394488,1.7481141334559984,1.7338993152722486
2016-03-31,1.2929563458982989,1.735414345210514,1.7358387635905443,1.7372025407408185,1.7139830385269166,1.720475318346232,1.735414345210514,1.7327945880953166,1.7345800841907706,1.720475318346232
2016-04-01,1.2969855024763552,1.7408223051519613,1.7412480461196516,1.7426160731208147,1.719324213467792,1.7258367247605237,1.7408223051519613,1.7381943842564114,1.7399854443783391,1.7258367247605237
2016-04-05,1.3094758878683304,1.757586980970449,1.7580168219598846,1.7593980234988036,1.735881855784506,1.7424570846448286,1.757586980970449,1.7549337523558055,1.7567420609598021,1.7424570846448286
2016-04-06,1.3070583939214966,1.7543422050055806,1.7547712524424204,1.756149904070806,1.732677150819981,1.7392402407962537,1.7543422050055806,1.7516938746591488,1.7534988448472613,1.7392402407962537
2016-04-07,1.2909417676092707,1.7327103652397902,1.7331341223259908,1.7344957745508205,1.711312451056479,1.7177946151390864,1.7327103652397902,1.7300946900147693,1.7318774040969864,1.7177946151390864
2016-04-08,1.2800630448485184,1.7165625754118239,1.7169823833438536,1.7183313458114182,1.695364076565271,1.7017858308844602,1.7165625754118239,1.7139712766634716,1.7157373769521198,1.7017858308844602
2016-04-11,1.2941650928717159,1.7288523619439553,1.729275175504759,1.7306337959137257,1.707502091743793,1.713969822825423,1.7288523619439553,1.7262425107065098,1.7280212554485865,1.713969822825423
2016-04-12,1.2925534302404933,1.7363198306881789,1.7367444705165804,1.7381089592435495,1.7148773418122583,1.721373009102185,1.7363198306881789,1.7336987066648255,1.735485134376864,1.721373009102185
2016-04-13,1.3090729722105245,1.72251336400348,1.7229346272790482,1.7242882661799555,1.7012413765542378,1.707685393098462,1.72251336400348,1.7199130820282706,1.721685304837356,1.707685393098462
2016-04-14,1.313907960104192,1.7288753708880726,1.729298190076016,1.7306568285665849,1.7075248165415111,1.7139926337008569,1.7288753708880726,1.7262654849166483,1.7280442533316767,1.7139926337008569
2016-04-15,1.3151167070776089,1.7304658726092206,1.7308890807752577,1.7322489691632421,1.7090956765383292,1.7155694438514555,1.7304658726092206,1.7278535856387425,1.7296339904552567,1.7155694438514555
2016-04-18,1.2965825868185494,1.7060781795516151,1.7064954233868808,1.707836146681162,1.6850091565871148,1.691391688208941,1.7060781795516151,1.7035027078999612,1.7052580212270267,1.691391688208941
2016-04-19,1.298194249449772,1.7081988485131459,1.70861661098587,1.7099590008100385,1.6871036365828724,1.6934941017430727,1.7081988485131459,1.7056201755294202,1.7073776707251336,1.6934941017430727
2016-04-20,1.2756309726126565,1.676998824516967,1.6774089566138803,1.6787268278670622,1.656288913817286,1.6625626579841906,1.676998824516967,1.6744672506511458,1.6761926454316602,1.6625626579841906
2016-04-21,1.2695872377455717,1.6935490056687152,1.6939631853298849,1.695294062559968,1.6726347103453212,1.6789703696435567,1.6935490056687152,1.690992447881936,1.6927348704598217,1.6789703696435567
2016-04-22,1.275228056954851,1.67600729471891,1.6764171843241833,1.6777342763826524,1.6553096288063296,1.6615796636061217,1.67600729471891,1.6734772176525423,1.675201592289027,1.6615796636061217
2016-04-25,1.271198900376794,1.6687652878898775,1.6691734063672268,1.6704848072871716,1.6481570563361787,1.6543999983930087,1.6687652878898775,1.666246143255278,1.6679630668902472,1.6543999983930087
2016-04-26,1.278451382217296,1.6661760477224767,1.6665835329671226,1.6678928991300155,1.6455997917026082,1.651833047270599,1.6661760477224767,1.6636608117684584,1.665375071441232,1.651833047270599
2016-04-27,1.2724076473502115,1.6806814280057971,1.6810924607317799,1.6824132259627058,1.6599260394034003,1.666213560391027,1.6806814280057971,1.6781442949334848,1.6798734785925276,1.666213560391027
2016-04-28,1.2716018160346,1.6868846351218507,1.6872971849236387,1.6886228249512647,1.6660526407022362,1.67236336822638,1.6868846351218507,1.6843381377752231,1.68607370365769,1.67236336822638
2016-04-29,1.2699901534033773,1.7111582142571673,1.7115767004816675,1.7129214159264536,1.690026455968369,1.696427992277399,1.7111582142571673,1.7085750738564895,1.7103356138213066,1.696427992277399
2016-05-03,1.2945680085295217,1.7327728443319945,1.733196616698278,1.7345583180223665,1.7113741585700746,1.7178565563903765,1.7327728443319945,1.7301570747894135,1.7319398531537862,1.7178565563903765
2016-05-04,1.289733020635854,1.7199469905619578,1.7203676261971805,1.721719248310876,1.6987066962564545,1.7051411118575093,1.7199469905619578,1.717350582748041,1.71912016512156,1.7051411118575093
2016-05-05,1.289733020635854,1.71891900580854,1.7193393900365845,1.720690204307403,1.697691406486559,1.704121976340523,1.71891900580854,1.7163241498259652,1.7180926745484577,1.704121976340523
2016-05-06,1.2603201776160422,1.7213172030502515,1.721738173788942,1.7230908726855325,1.7000599874578295,1.706499529098617,1.7213172030502515,1.7187187267828121,1.7204897189113297,1.706499529098617
2016-05-09,1.2345335755164812,1.7148943776657355,1.7153137776180876,1.7166614291307356,1.693716480041942,1.7001319935422787,1.7148943776657355,1.712305597205264,1.7140699811541977,1.7001319935422787
2016-05-10,1.2333248285430645,1.706544704665865,1.7069620625959772,1.7083031525094998,1.6854699204012884,1.6918541973190393,1.706544704665865,1.7039685287544521,1.7057243220699265,1.6918541973190393
2016-05-11,1.2381598164367318,1.7142520951272842,1.7146713380010024,1.716018484775256,1.6930821293003533,1.6994952399866452,1.7142520951272842,1.7116642842475096,1.7134280073784847,1.6994952399866452
2016-05-12,1.2425918886725937,1.70847155228122,1.7088893814472337,1.710231985575939,1.6873729726260547,1.693764457985941,1.70847155228122,1.7058924676277167,1.7076502433970662,1.693764457985941
2016-05-13,1.2381598164367318,1.7226017681271548,1.723023053023113,1.7243767613964918,1.701328688941007,1.7077730362098849,1.7226017681271548,1.720001352698322,1.721773666462756,1.7077730362098849
2016-05-16,1.2429948043303993,1.7309514411270255,1.7313747680452236,1.7327350380177275,1.7095752485816607,1.7160508324331245,1.7309514411270255,1.7283384211491342,1.7301193255470275,1.7160508324331245
2016-05-17,1.240980226041371,1.7226017681271548,1.723023053023113,1.7243767613964918,1.701328688941007,1.7077730362098849,1.7226017681271548,1.720001352698322,1.721773666462756,1.7077730362098849
2016-05-18,1.232921912885258,1.7219594855887033,1.7223806134060278,1.7237338170410121,1.7006943381994184,1.707136282654251,1.7219594855887033,1.7193600397405673,1.721131692687043,1.707136282654251
2016-05-19,1.2305044189384242,1.6956259015121882,1.6960405891055255,1.6973730984663455,1.67468595779428,1.6810293868732649,1.6956259015121882,1.6930662084726213,1.6948107678828026,1.6810293868732649
2016-05-20,1.238562732094537,1.6943413364352848,1.6947557098713544,1.696087209755386,1.6734172563111025,1.6797558797619971,1.6943413364352848,1.6917835825571117,1.693526820331376,1.6797558797619971
2016-05-23,1.240577310383565,1.69241448881993,1.692828391020098,1.694158376688947,1.6715142040863362,1.6778456190950957,1.69241448881993,1.6898596436838473,1.6916008990042364,1.6778456190950957
2016-05-24,1.2329219128852575,1.684707098358511,1.685119115615073,1.686443044423191,1.6639019951872716,1.6702045764274902,1.684707098358511,1.68216388819079,1.6838972136956785,1.6702045764274902
2016-05-25,1.2321160815696461,1.6569023661276727,1.6573075833716364,1.658609661802298,1.636440634408524,1.6426391966273246,1.6569023661276727,1.6544011295931067,1.656105847958167,1.6426391966273246
2016-05-26,1.2321160815696461,1.6562396051812218,1.6566446603382878,1.6579462179375772,1.6357860581547607,1.6419821409486737,1.6562396051812218,1.6537393691412696,1.6554434056189837,1.6419821409486737
2016-05-27,1.2329219128852575,1.6506143992662874,1.6503576714738544,1.6516542896444726,1.630230320095416,1.636405358686864,1.6506143992662874,1.6481226549581576,1.649160975532437,1.636405358686864
2016-05-30,1.2337277442008685,1.6373071203884817,1.6496975284052648,1.6509936279286148,1.617087377979918,1.623212633314505,1.6373071203884817,1.6348354645615957,1.6485013111422242,1.623212633314505
2016-05-31,1.276839719586072,1.6485900512102662,1.6610658434013232,1.6623708745423753,1.6282309715008447,1.6343984368956859,1.6485900512102662,1.6461013628295222,1.659861382824332,1.6343984368956859
2016-06-01,1.2716018160345985,1.6501260046741268,1.6626134202740575,1.6639196672826324,1.6297479568780195,1.6359211683586323,1.6501260046741268,1.647634997639612,1.6614078375288268,1.6359211683586323
2016-06-02,1.2728105630080153,1.6511497354253784,1.6636448981617804,1.6649519555601242,1.6307590451800762,1.6369360864933253,1.6511497354253784,1.6486571829813037,1.6624385674784372,1.6369360864933253
2016-06-03,1.287718442346824,1.647567233093576,1.6600352850545717,1.6613395065283005,1.6272207845628703,1.633384423539291,1.647567233093576,1.6450800887446917,1.6588315717489217,1.633384423539291
2016-06-06,1.2800630448485169,1.671634260274741,1.6842844407336905,1.6856077137720706,1.650990598665265,1.6572442737044337,1.671634260274741,1.6691107846797346,1.6830631440479735,1.6572442737044337
2016-06-07,1.2800630448485169,1.673675172000372,1.6863407971664826,1.687665685799568,1.6530063063782483,1.6592676165796165,1.673675172000372,1.671148615473697,1.68511800938981,1.6592676165796165
2016-06-08,1.2784513822172943,1.6843866931011744,1.697133378268348,1.698466746188685,1.663585546739069,1.669886929325726,1.6843866931011744,1.6818439666127285,1.6959027646499047,1.669886929325726
2016-06-13,1.2365481538055076,1.724109191079071,1.737156478345425,1.738521290770006,1.7028174961406257,1.7092674827610723,1.724109191079071,1.7215065000657275,1.7358968434534403,1.7092674827610723
2016-06-14,1.2417860573569808,1.7205647668977042,1.7335852315470643,1.734947238189862,1.6993168434319665,1.7057535701680244,1.7205647668977042,1.7179674264973104,1.7323281862128606,1.7057535701680244
2016-06-15,1.2583055993270122,1.7271506607422886,1.7402209644907851,1.741588184556139,1.7058214055120888,1.7122827704366101,1.7271506607422886,1.7245433783690702,1.7389591074997997,1.7122827704366101
2016-06-16,1.250650201828705,1.7509385233224755,1.7641888429760795,1.7655748936181577,1.7293155025257352,1.7358658591429899,1.7509385233224755,1.748295331126095,1.7629096065628007,1.7358658591429899
2016-06-17,1.255888105380178,1.7196650084658691,1.7326786641458258,1.7340399585358885,1.698428196466939,1.7048615571575765,1.7196650084658691,1.7170690263281636,1.7314222761755067,1.7048615571575765
2016-06-20,1.2562910210379836,1.7206784390417609,1.7336997639110685,1.7350618605372359,1.6994291117945073,1.7058662637842625,1.7206784390417609,1.7180809270434954,1.7324426355279492,1.7058662637842625
2016-06-21,1.2534706114333443,1.7181452355981957,1.731147390316794,1.732507481647965,1.696927191865476,1.7033548670028356,1.7181452355981957,1.7155515476882601,1.729892112693164,1.7033548670028356
2016-06-22,1.2611260089316512,1.6993926179825218,1.7122528612779377,1.713598107954462,1.6784061576179765,1.68476367818894,1.6993926179825218,1.6968272387606889,1.7110112843245362,1.68476367818894
2016-06-23,1.257096852353595,1.7024419953904906,1.7153253150103245,1.716672975587427,1.6814178770783752,1.6877868055367182,1.7024419953904906,1.6998720128713622,1.7140815101805205,1.6877868055367182
2016-06-24,1.2438006356460087,1.7654342542277663,1.7787942710897813,1.7801917966162493,1.7436322200124201,1.75023680595046,1.7654342542277663,1.7627691794796572,1.777504444089475,1.75023680595046
2016-06-27,1.2595143463004286,1.7770149994248394,1.7904626541871256,1.791869347082466,1.7550699500830895,1.761717860221222,1.7770149994248394,1.7743324425464753,1.7891643662895624,1.761717860221222
2016-06-28,1.2659609968253187,1.7714853912229518,1.7848912003834316,1.7862935160165803,1.7496086291634534,1.7562358527353852,1.7714853912229518,1.7688111817634453,1.7835969524199204,1.7562358527353852
2016-06-29,1.2716018160345979,1.7780254863840164,1.7914807880596786,1.792888280860944,1.7560679581458105,1.76271964857083,1.7780254863840164,1.7753414040887348,1.7901817618999232,1.76271964857083
2016-06-30,1.2736163943236263,1.7719940218365653,1.7854036800860487,1.7868063983534301,1.7501109784998037,1.7567401048866322,1.7719940218365653,1.7693190445554303,1.7841090605168,1.7567401048866322
2016-07-01,1.2724076473502093,1.7921160263428713,1.8056779589230798,1.8070966058577984,1.7699844885466434,1.7766888924509945,1.7921160263428713,1.7894106731664219,1.804368638208971,1.7766888924509945
2016-07-04,1.293762177213908,1.8110519331154356,1.8247571641691913,1.8261908008510603,1.7886865484419505,1.795461792607441,1.8110519331154356,1.8083179945601473,1.82343400887372,1.795461792607441
2016-07-05,1.2969855024763535,1.8155640525377104,1.8293034292932506,1.8307406377887152,1.7931429459466335,1.799935070197245,1.8155640525377104,1.8128233025503317,1.8279769774414532,1.799935070197245
