date,hs300_benchmark,baseline_k25_nav,mh_20_25_30_thr05_nav,mh_15_25_60_thr05_nav,mh_20_60_120_thr05_nav,mh_10_20_25_thr05_nav,mh_25_60_thr05_nav,mh_30_60_120_thr05_nav
2012-07-23,0.9228110599078332,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-07-24,0.9247311827956979,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-07-25,0.9189708141321034,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-07-26,0.9147465437788008,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-07-27,0.9158986175115197,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-07-30,0.9128264208909359,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-07-31,0.9105222734254982,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-01,0.9174347158218115,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-02,0.9105222734254982,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-03,0.9158986175115196,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-06,0.9278033794162818,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-07,0.9289554531490006,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-08,0.9297235023041465,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-09,0.9389400921658977,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-10,0.936251920122887,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-13,0.9185867895545305,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-14,0.9170506912442387,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-15,0.9086021505376335,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-16,0.9059139784946227,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-17,0.9020737327188931,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-20,0.8970814132104444,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-21,0.9005376344086012,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-22,0.8940092165898608,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-23,0.8982334869431634,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-24,0.8894009216589852,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-27,0.8709677419354829,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-28,0.8709677419354829,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-29,0.8652073732718885,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-30,0.8613671274961587,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-31,0.8613671274961587,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-03,0.8667434715821803,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-04,0.857526881720429,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-05,0.8571428571428563,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-06,0.8655913978494612,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-07,0.9051459293394766,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-10,0.9082181259600604,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-11,0.9013056835637469,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-12,0.9059139784946224,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-13,0.8970814132104441,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-14,0.9032258064516115,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-17,0.8821044546850986,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-18,0.8713517665130556,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-19,0.8748079877112122,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-20,0.8559907834101369,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-21,0.855606758832564,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-24,0.8632872503840232,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-25,0.8621351766513042,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-26,0.8529185867895531,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-27,0.8774961597542228,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-28,0.8978494623655899,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-08,0.8844086021505362,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-09,0.9047619047619032,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-10,0.9047619047619032,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-11,0.8986175115207359,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-12,0.89784946236559,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-15,0.8947772657450062,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-16,0.8951612903225793,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-17,0.898617511520736,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-18,0.9097542242703521,0.9995,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-19,0.9097542242703521,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-22,0.9132104454685087,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-23,0.9028417818740386,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-24,0.9013056835637467,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-25,0.8940092165898603,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-26,0.874039938556066,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-29,0.8698156682027637,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-30,0.8717357910906285,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-31,0.877880184331796,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-01,0.8963133640552984,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-02,0.8982334869431632,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-05,0.8959293394777255,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-06,0.8924731182795687,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-07,0.8917050691244228,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-08,0.8755760368663582,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-09,0.8732718894009205,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-12,0.8763440860215043,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-13,0.8629032258064506,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-14,0.8652073732718882,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-15,0.8548387096774182,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-16,0.8467741935483859,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-19,0.8467741935483859,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-20,0.8444700460829482,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-21,0.8548387096774182,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-22,0.8498463901689699,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-23,0.8544546850998456,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-26,0.8490783410138241,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-27,0.8398617511520728,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-28,0.8306451612903217,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-29,0.827572964669738,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-30,0.8314132104454677,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-12-03,0.8237327188940085,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-12-04,0.8302611367127488,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-12-05,0.8594470046082944,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-12-06,0.8582949308755755,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-12-07,0.8755760368663588,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-12-10,0.8836405529953911,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-12-11,0.8809523809523804,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-12-12,0.8828725038402454,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-12-13,0.8759600614439321,0.9990002500000001,1.0,1.0,1.0,1.0,1.0,1.0
2012-12-14,0.9201228878648231,0.9985007498750001,1.0,1.0,1.0,1.0,1.0,1.0
2012-12-17,0.922811059907834,1.0014179056551025,1.0024200751252088,1.0024200751252088,1.0,1.0024200751252088,1.0,1.0
2012-12-18,0.9086021505376343,0.985998653674562,0.9869853923205344,0.9869853923205344,1.0,0.9869853923205344,0.9841102788181441,1.0
2012-12-19,0.9109062980030718,0.9884990729146492,0.9864918996243742,0.9894883138564272,1.0,0.9894883138564272,0.9836182236787351,1.0
2012-12-20,0.9170506912442393,0.9951668575548831,0.9864918996243742,0.9961627712854757,1.0,0.9961627712854757,0.9836182236787351,1.0
2012-12-21,0.9132104454685098,0.9909994921547371,0.9818696810879853,0.9919912353923206,1.0,0.9919912353923206,0.9790094697822774,1.0
2012-12-24,0.9139784946236558,0.9918329652347664,0.9826954756053007,0.9928255425709517,1.0,0.9928255425709517,0.9798328587392011,1.0
2012-12-25,0.9393241167434717,1.019337576875731,1.0099466946767086,1.0203576794657767,1.0,1.0203576794657767,1.0070046943176836,1.0
2012-12-26,0.9420122887864824,1.022254732655833,1.0128369754873123,1.0232777545909852,1.0023603843008995,1.0232777545909852,1.0098865556669165,1.0023603843008995
2012-12-27,0.9400921658986177,1.0201710499557601,1.010772489194024,1.0211919866444077,1.0003172526574,1.0211919866444077,1.0078280832746074,1.0003172526574
2012-12-28,0.9539170506912443,1.035173565396286,1.0256367905057007,1.0362095158597666,1.015027800490597,1.0362095158597666,1.022649084499234,1.015027800490597
2012-12-31,0.969278033794163,1.0518430269968704,1.0421526808520083,1.0528956594323877,1.0313728536385938,1.0528956594323877,1.039116863637708,1.0313728536385938
2013-01-04,0.9715821812596007,1.0543434462369579,1.0446300644039543,1.0553985809682809,1.0338246116107932,1.0553985809682809,1.041587030508479,1.0338246116107932
2013-01-07,0.9731182795698926,1.0560103923970163,1.046281653438585,1.057067195325543,1.035459116925593,1.057067195325543,1.0432338084223263,1.035459116925593
2013-01-08,0.9688940092165901,1.0514262904568559,1.0417397835933506,1.0524785058430723,1.030964227309894,1.0524785058430723,1.0387051691592462,1.030964227309894
2013-01-09,0.9681259600614442,1.0505928173768266,1.0409139890760353,1.0516441986644414,1.0301469746524943,1.0516441986644414,1.0378817802023226,1.0301469746524943
2013-01-10,0.9704301075268821,1.0530932366169143,1.0433913726279815,1.0541471202003345,1.0325987326246937,1.0541471202003345,1.0403519470730938,1.0325987326246937
2013-01-11,0.9558371735791096,1.0372572480963593,1.0277012767989895,1.0382952838063446,1.017070932134097,1.0382952838063446,1.0247075568915436,1.017070932134097
2013-01-14,0.9896313364055304,1.0739300636176448,1.064036235560866,1.0750047996661107,1.0530300490596896,1.0750047996661107,1.0609366709961863,1.0530300490596896
2013-01-15,0.9953917050691249,1.080181111717864,1.0702296944407312,1.0812621035058436,1.0591594439901884,1.0812621035058436,1.067112088173114,1.0591594439901884
2013-01-16,0.9880952380952385,1.0722631174575863,1.062384646526235,1.0733361853088486,1.0513955437448899,1.0733361853088486,1.0592898930823387,1.0513955437448899
2013-01-17,0.981950844854071,1.0655953328173526,1.055778290387712,1.0666617278798,1.044857522485691,1.0666617278798,1.0527027814269492,1.044857522485691
2013-01-18,0.996543778801844,1.081431321337908,1.0714683862167045,1.0825135642737904,1.0603853229762883,1.0825135642737904,1.0683471716084998,1.0603853229762883
2013-01-21,1.0000000000000004,1.0851819501980393,1.0751844615446233,1.08626794657763,1.0640629599345872,1.08626794657763,1.072052421914656,1.0640629599345872
2013-01-22,0.9984639016897086,1.0835150040379808,1.0735328725099926,1.0845993322203678,1.0624284546197875,1.0845993322203678,1.0704056440008087,1.0624284546197875
2013-01-23,1.0003840245775735,1.0855986867380538,1.075597358803281,1.0866851001669453,1.0644715862632872,1.0866851001669453,1.072464116393118,1.0644715862632872
2013-01-24,0.9938556067588331,1.0785141655578054,1.0685781054061003,1.0795934891485814,1.0575249386753887,1.0795934891485814,1.0654653102592664,1.0575249386753887
2013-01-25,0.9892473118279576,1.07351332707763,1.063623338302208,1.0745876460767951,1.0526214227309896,1.0745876460767951,1.0605249765177243,1.0526214227309896
2013-01-28,1.0161290322580652,1.1026848848786526,1.0925261464082463,1.103788397328882,1.081225265739984,1.103788397328882,1.0893435900100537,1.081225265739984
2013-01-29,1.0238095238095244,1.1110196156789447,1.1007840915814,1.1121314691151925,1.0893977923139821,1.1121314691151925,1.0975774795792905,1.0893977923139821
2013-01-30,1.029569892473119,1.1172706637791638,1.1069775504612653,1.1183887729549253,1.095527187244481,1.1183887729549253,1.1037528967562182,1.095527187244481
2013-01-31,1.03225806451613,1.1201878195592663,1.1098678312718693,1.121308848080134,1.0983875715453806,1.121308848080134,1.1066347581054514,1.0983875715453806
2013-02-01,1.052227342549924,1.141858119640026,1.1313384887220692,1.1430008347245415,1.1196361406377764,1.1430008347245415,1.1280428709854677,1.1196361406377764
2013-02-04,1.0541474654377887,1.143941802340099,1.1334029750153576,1.145086602671119,1.1216792722812758,1.145086602671119,1.130101343377777,1.1216792722812758
2013-02-05,1.061827956989248,1.152276533140391,1.1416609201885113,1.1534296744574295,1.129851798855274,1.1534296744574295,1.1383352329470138,1.129851798855274
2013-02-06,1.0649001536098317,1.155610425460508,1.144964098257773,1.1567669031719539,1.1331208094848735,1.1567669031719539,1.1416287887747087,1.1331208094848735
2013-02-07,1.059907834101383,1.150192850440318,1.139596433895223,1.151343906510852,1.1278086672117744,1.151343906510852,1.1362767605547046,1.1278086672117744
2013-02-08,1.0633640552995398,1.1539434793004495,1.1433125092231422,1.1550982888146917,1.1314863041700738,1.1550982888146917,1.1399820108608614,1.1314863041700738
2013-02-18,1.0476190476190483,1.1368572811598505,1.126383721618177,1.1379949916527552,1.114732624693377,1.1379949916527552,1.1231025372439256,1.114732624693377
2013-02-19,1.030721966205838,1.1185208733992078,1.1082162422372388,1.1196402337228721,1.0967530662305809,1.1196402337228721,1.1049879801916043,1.0967530662305809
2013-02-20,1.0353302611367137,1.1235217118793832,1.1131710093411311,1.1246460767946584,1.10165658217498,1.1190804136060108,1.1099283139331464,1.10165658217498
2013-02-21,0.998463901689709,1.0829732465359618,1.0735328725099929,1.084599332220368,1.0624284546197877,1.1190804136060108,1.0704056440008087,1.0624284546197877
2013-02-22,0.9953917050691252,1.0829732465359618,1.0729961060737379,1.0812621035058438,1.0591594439901884,1.1190804136060108,1.067112088173114,1.0591594439901884
2013-02-25,0.996927803379417,1.0829732465359618,1.0729961060737379,1.0829307178631058,1.0607939493049878,1.1190804136060108,1.0687588660869614,1.0607939493049878
2013-02-26,0.9823348694316442,1.0829732465359618,1.0729961060737379,1.0823892525041743,1.0452661488143908,1.1190804136060108,1.053114475905411,1.0452661488143908
2013-02-27,0.9915514592933954,1.0829732465359618,1.0729961060737379,1.0823892525041743,1.055073180703189,1.1190804136060108,1.0629951433884954,1.055073180703189
2013-02-28,1.0249615975422437,1.0829732465359618,1.0729961060737379,1.0823892525041743,1.0906236713000823,1.1190804136060108,1.0988125630146768,1.0906236713000823
2013-03-01,1.0238095238095248,1.0829732465359618,1.0729961060737379,1.0806320428259801,1.0893977923139826,1.1190804136060108,1.0975774795792912,1.0893977923139826
2013-03-04,0.9754224270353312,1.0829732465359618,1.0729961060737379,1.0295594106444073,1.037910874897793,1.1190804136060108,1.045703975293098,1.037910874897793
2013-03-05,1.0034562211981577,1.0829732465359618,1.0729961060737379,1.029044630939085,1.067740596892887,1.1190804136060108,1.075757672220813,1.067740596892887
2013-03-06,1.0142089093702007,1.0829732465359618,1.0729961060737379,1.029044630939085,1.079182134096485,1.1190804136060108,1.087285117617745,1.079182134096485
2013-03-07,1.0019201228878658,1.0829732465359618,1.0729961060737379,1.029044630939085,1.0661060915780876,1.1190804136060108,1.0741108943069657,1.0661060915780876
2013-03-08,1.000384024577574,1.0829732465359618,1.0729961060737379,1.029044630939085,1.0644715862632879,1.1190804136060108,1.0724641163931183,1.0644715862632879
2013-03-11,0.9934715821812606,1.0829732465359618,1.0729961060737379,1.029044630939085,1.0571163123466893,1.1190804136060108,1.065053615780805,1.0571163123466893
2013-03-12,0.9792626728110608,1.0829732465359618,1.0729961060737379,1.029044630939085,1.0419971381847923,1.1190804136060108,1.0645210889729146,1.0419971381847923
2013-03-13,0.9685099846390176,1.0829732465359618,1.0729961060737379,1.029044630939085,1.0305556009811945,1.1190804136060108,1.0645210889729146,1.0305556009811945
2013-03-14,0.9704301075268826,1.0829732465359618,1.0729961060737379,1.029044630939085,1.030040323180704,1.1190804136060108,1.0645210889729146,1.030040323180704
2013-03-15,0.9711981566820285,1.0829732465359618,1.0729961060737379,1.029044630939085,1.030040323180704,1.1190804136060108,1.0645210889729146,1.030040323180704
2013-03-18,0.9608294930875583,1.0829732465359618,1.0729961060737379,1.029044630939085,1.030040323180704,1.1190804136060108,1.0645210889729146,1.030040323180704
2013-03-19,0.9692780337941638,1.0829732465359618,1.0729961060737379,1.029044630939085,1.030040323180704,1.1190804136060108,1.0645210889729146,1.030040323180704
2013-03-20,0.9988479262672821,1.0829732465359618,1.0729961060737379,1.029044630939085,1.030040323180704,1.1190804136060108,1.0645210889729146,1.030040323180704
2013-03-21,1.001536098310293,1.0829732465359618,1.0729961060737379,1.029044630939085,1.030040323180704,1.1190804136060108,1.0645210889729146,1.030040323180704
2013-03-22,1.0042242703533037,1.0829732465359618,1.0729961060737379,1.029044630939085,1.0322885994612663,1.1190804136060108,1.0645210889729146,1.0322885994612663
2013-03-25,1.0026881720430119,1.0829732465359618,1.0729961060737379,1.029044630939085,1.0307095729228934,1.1190804136060108,1.0645210889729146,1.0307095729228934
2013-03-26,0.9861751152073743,1.0829732465359618,1.0729961060737379,1.029044630939085,1.013735037635385,1.1190804136060108,1.0645210889729146,1.013735037635385
2013-03-27,0.988479262672812,1.0829732465359618,1.0729961060737379,1.029044630939085,1.0161035774429443,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-03-28,0.957757296466975,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9845230466754871,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-03-29,0.9550691244239641,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-04-01,0.9535330261136722,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-04-02,0.955069124423964,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-04-03,0.9531490015360993,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-04-08,0.9485407066052237,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-04-09,0.954301075268818,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-04-10,0.954301075268818,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-04-11,0.9500768049155155,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-04-12,0.9470046082949319,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-04-15,0.9374039938556077,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-04-16,0.9431643625192023,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-04-17,0.9454685099846403,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-04-18,0.9473886328725051,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-04-19,0.9742703533026127,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-04-22,0.9711981566820289,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-04-23,0.9416282642089107,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-04-24,0.9577572964669752,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-04-25,0.947772657450078,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-04-26,0.9389400921658998,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-05-02,0.9397081413210457,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-05-03,0.9566052227342563,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-05-06,0.9677419354838726,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-05-07,0.9700460829493104,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-05-08,0.9761904761904779,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-05-09,0.9711981566820294,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-05-10,0.9750384024577592,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-05-13,0.9711981566820295,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-05-14,0.9569892473118298,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-05-15,0.9615975422427054,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-05-16,0.9811827956989266,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
2013-05-17,0.9980798771121372,1.0829732465359618,1.0729961060737379,1.029044630939085,0.9840307851521494,1.1190804136060108,1.0645210889729146,1.0132281701165675
